file_uuid,submitter_id,sample_id,sample_type,experimental_strategy
48ecab31-49c5-466b-9c8c-5a330fb9f5f1,TCGA-55-6712-01A,ea75499c-7bf0-47be-9b09-3c12aaa22f12,Primary Tumor,RNA-Seq
491086b9-8d01-4dd7-9aea-422287bd4276,TCGA-35-3615-01A,7407d705-6ec6-4143-93d2-eedcf5a22399,Primary Tumor,RNA-Seq
c54f20d2-c4d0-4c71-b342-0f9674817fb8,TCGA-91-A4BC-01A,485a7981-a812-4c8c-a288-4f5cd8a50607,Primary Tumor,RNA-Seq
44996310-b5f9-4385-9f96-2ee65f466952,TCGA-69-7978-01A,edba8888-6d1b-43a7-988d-5df420922c80,Primary Tumor,RNA-Seq
e462b926-31d0-47af-afb0-697aa67a9e3a,TCGA-44-2665-01B,9c146f5d-ca52-4cb9-a64b-158593d038da,Primary Tumor,RNA-Seq
68f8711c-20c8-436f-be09-7db6805b8477,TCGA-44-2665-01A,a0863fa6-515c-44fa-825f-f9e243f945f1,Primary Tumor,RNA-Seq
83cd47d6-3a3e-4e62-8f28-12837284d57d,TCGA-44-2665-11A,e8d3015b-0b27-4cd5-b6a4-931b587d8a12,Solid Tissue Normal,RNA-Seq
2e8b888b-70ed-4438-9d5b-b651f544b3f7,TCGA-78-7146-01A,98a8d751-4efd-442e-a242-0fe399c2586f,Primary Tumor,RNA-Seq
83563ac7-dd78-432f-b240-bb1334daf882,TCGA-44-3398-01A,58493fd3-5923-436c-bf10-7315b007c5c0,Primary Tumor,RNA-Seq
63b17fa2-6335-4dd9-bd44-fd65056211e4,TCGA-56-8504-01A,d6bbe198-1e1c-4582-9c6a-a4ca08f4c2d5,Primary Tumor,RNA-Seq
65e58262-fb95-444a-82bf-40c9018babed,TCGA-33-6737-01A,901e3068-7ed3-417f-bad4-1266d9e63b03,Primary Tumor,RNA-Seq
3070367b-6d7a-4726-abad-100110653c4e,TCGA-18-3410-01A,cdffec20-96a8-4b64-9959-f701504ad186,Primary Tumor,RNA-Seq
c6d98c62-8068-48a8-a717-739e608ecda6,TCGA-NK-A5D1-01A,113fcbc1-cf05-453f-bc88-6b4f28e4730f,Primary Tumor,RNA-Seq
4fb02c49-4475-4efb-90e5-38d4b130ce2c,TCGA-43-5668-01A,223afbf5-62ee-4ce2-9393-b699f558236a,Primary Tumor,RNA-Seq
52aa5c31-f1ef-47a1-993e-ab8da42bfdee,TCGA-43-2576-01A,61646911-1672-45ca-8deb-4192e1ceed49,Primary Tumor,RNA-Seq
8cb90648-2fed-4b02-9a2c-c642c4f11dba,TCGA-56-8623-01A,a5370483-6bdd-4e2a-9b4b-ec1eb381052b,Primary Tumor,RNA-Seq
8512b3d9-a3ca-4e8a-9248-f5a4efb4d49b,TCGA-18-3416-01A,da725c46-31b4-4498-a45e-dedebba6e96e,Primary Tumor,RNA-Seq
11f8b6eb-e987-409f-807b-197aec4d3935,TCGA-60-2697-01A,112c9fb5-54da-4f5a-a8ea-111542f3317e,Primary Tumor,RNA-Seq
1993ff54-485a-49c6-834d-05f488a00c03,TCGA-90-7766-01A,db44b283-6a6e-4827-ba6f-5fad2b723d2e,Primary Tumor,RNA-Seq
25327fa7-2484-4bb1-9ef5-c2bc23931f58,TCGA-33-4538-01A,d12fe64f-64da-4922-ab3d-c4d1be92e3d5,Primary Tumor,RNA-Seq
aea0dfdd-f73e-4fba-ba88-ebc7d8f780e5,TCGA-96-7545-01A,59f2654e-7f41-480b-b59c-f0db373b7160,Primary Tumor,RNA-Seq
865f92d0-f025-449d-a3dd-1d9e7df84b8a,TCGA-43-A474-01A,ff9eea7a-7817-49bf-be11-6ee744c1172a,Primary Tumor,RNA-Seq
eef71d73-5b39-4a95-8e83-89c5edf51f80,TCGA-60-2721-01A,271e4445-d542-451b-b298-633574bc3a1a,Primary Tumor,RNA-Seq
5d39debf-483e-4403-a218-94e4b29ae589,TCGA-90-7964-01A,982a5674-2d81-4687-8f03-ef4b26ba8bae,Primary Tumor,RNA-Seq
45471f97-d249-4e01-9604-4e45497e58a9,TCGA-22-4601-01A,7f411683-9d4e-4470-9987-eeccbdf090bb,Primary Tumor,RNA-Seq
b54a6ac9-bdf2-404e-8897-f6fc5c055b7d,TCGA-60-2714-01A,04d26df9-1fad-4691-84d3-f7ba930b2afa,Primary Tumor,RNA-Seq
dd7bc89b-aa75-479c-a148-546be30ef93f,TCGA-22-5489-11A,546a0c7c-38cc-4b72-a622-b3a7c51f4cf0,Solid Tissue Normal,RNA-Seq
7e7884fd-2158-441d-8594-3fe9568eaa52,TCGA-O2-A52S-01A,32165b3d-08b3-4601-85e2-684be9dd8264,Primary Tumor,RNA-Seq
bda51363-14b3-4afe-a11b-4695648f0433,TCGA-94-A5I4-01A,bf85a46b-d7c8-4753-a4c0-8f774dba9e06,Primary Tumor,RNA-Seq
37ebf734-1aec-4394-89bc-75268cae3965,TCGA-85-A513-01A,54e6ce0a-9c8c-4975-ab8d-38c46371bd4b,Primary Tumor,RNA-Seq
5ab8172b-c994-4caa-9740-fe69774d1461,TCGA-68-A59J-01A,548dbf59-fe57-472b-9786-7a2ef122a28c,Primary Tumor,RNA-Seq
22aae8b0-ac33-42ce-8c98-eb139085969e,TCGA-66-2780-01A,efb52770-85f3-4854-b335-a2c750ec77d5,Primary Tumor,RNA-Seq
6cf39cbd-b26c-45b2-bd3c-a5776c7e8d31,TCGA-22-5478-11A,8455fc46-28fc-4979-bb97-b8171120c604,Solid Tissue Normal,RNA-Seq
bc565139-e3b2-4ab5-9e8e-bb3d69844bff,TCGA-56-7579-01A,c336b6cd-94ea-43d5-b3fb-6b4408ccf034,Primary Tumor,RNA-Seq
a689e56e-ae3e-4585-858c-18a3a5dcdc14,TCGA-22-5478-01A,9fc48d9d-cfb3-4c04-b918-878c05c57a35,Primary Tumor,RNA-Seq
55fd30a1-11cc-4803-ac40-5d51b835f73e,TCGA-22-4593-01A,28375fb3-f552-477a-b7d1-16a85275a15d,Primary Tumor,RNA-Seq
cc04f91d-6b42-4265-8ef1-131d31263dfc,TCGA-33-AASD-01A,9a6a91dd-5893-4f5e-9166-b9308bf583a9,Primary Tumor,RNA-Seq
038078aa-f01d-4f08-a23e-16b6f2ccc5e3,TCGA-18-3421-01A,5f4626e5-7427-4027-8bbb-504772710e02,Primary Tumor,RNA-Seq
734f1c32-ce8d-4c68-bdcd-537556e97aaa,TCGA-85-8481-01A,cecd9d18-1131-4d02-a925-c11f5c9ddceb,Primary Tumor,RNA-Seq
79573703-1983-4d37-bb37-fc337304c4b6,TCGA-L3-A524-01A,21a9703e-acf2-43a8-a2e2-23158404aed8,Primary Tumor,RNA-Seq
e871d6c0-cc4a-47d5-9eba-608300dda1fc,TCGA-85-7696-01A,791952e2-1703-41fc-890c-6b3abba833c3,Primary Tumor,RNA-Seq
a02aca6c-e42e-4d5a-bd62-b59210a21c5c,TCGA-77-8148-01A,57a0a87e-74cb-493e-a3d9-242290f29a55,Primary Tumor,RNA-Seq
6a723a3f-0751-4c96-94ea-9cb96fab2d4f,TCGA-98-A53J-01A,17d259bd-c709-47d7-8a68-112161537d70,Primary Tumor,RNA-Seq
4794f2b6-328d-410a-b3f4-537f6c637c23,TCGA-63-A5MI-01A,a818d068-8211-4ce5-acdc-da799d8733a2,Primary Tumor,RNA-Seq
78d414e8-166f-4984-9813-960feac88828,TCGA-85-A53L-01A,e41024f7-1aab-4e6c-bb07-86b8ecf67fd1,Primary Tumor,RNA-Seq
69eafc73-baa1-4868-861f-636284862963,TCGA-22-5474-01A,85477745-5f19-431d-b592-a0942f13b4fe,Primary Tumor,RNA-Seq
c79ba553-ae55-4a81-82b9-db1d7defd7fa,TCGA-34-7107-11A,4034aec2-8ef0-42bc-80da-90bae682babf,Solid Tissue Normal,RNA-Seq
47c05d79-3b85-4161-901d-85023341432c,TCGA-66-2791-01A,179b480b-bbbf-4fa5-9ac5-71e7e0b01f99,Primary Tumor,RNA-Seq
5a914a12-58c0-4939-a1c2-f071221be3f7,TCGA-22-4594-01A,27e53228-979b-43d6-b1cf-992a52b5f0d6,Primary Tumor,RNA-Seq
9053a175-9a75-4221-88bd-f00beb5c63b1,TCGA-34-8455-01A,3ca60c35-4946-421d-b81f-9e49cbc243de,Primary Tumor,RNA-Seq
a157626f-f7f3-407f-827b-7ebd1234674b,TCGA-77-A5FZ-01A,5125a40a-e681-4a80-ab00-418889917785,Primary Tumor,RNA-Seq
731747d6-f04d-410b-b4ca-71eb8315ce0f,TCGA-34-7107-01A,36796228-18e1-4fb7-b1bb-e5ecb8661517,Primary Tumor,RNA-Seq
99c8ba61-028d-4e62-a5df-f0f1a402ecf0,TCGA-66-2786-01A,290bbfa2-1028-46a3-b8a4-ca7848590bbf,Primary Tumor,RNA-Seq
9e3df514-c8b8-45e4-bbd4-9a8c9efcd04f,TCGA-6A-AB49-01A,a231a29e-bac8-42db-b628-5ec1247cb388,Primary Tumor,RNA-Seq
8fa670b4-49d3-4c28-b88b-4187ae708034,TCGA-96-7544-01A,69cfb7ce-0b44-4ea2-8fbd-c94eba042589,Primary Tumor,RNA-Seq
b0589f9d-47e6-4d47-b0d2-4db3772a8b42,TCGA-85-A4QQ-01A,1c022b91-9ac5-41a4-9787-d347d26408bd,Primary Tumor,RNA-Seq
24e1699b-96e9-4034-8e35-8518cb7389ca,TCGA-O2-A52V-01A,ffc0798d-602c-495a-aa23-6a5c021ae197,Primary Tumor,RNA-Seq
8b924286-277d-4ed4-9cdf-681b8955609f,TCGA-18-3419-01A,a3a422fe-6369-4a40-bb43-a9adfcf90c42,Primary Tumor,RNA-Seq
b7dab949-d95d-45af-8b7a-4c00c51dd50e,TCGA-77-A5GB-01B,3146c009-a976-4189-8471-a3161950fffe,Primary Tumor,RNA-Seq
ccabe83a-c91b-4049-9cfe-c7d15ac59994,TCGA-43-3394-11A,2eec798f-3161-403e-937f-b340a6a3c865,Solid Tissue Normal,RNA-Seq
4088c0aa-55b9-445b-920a-86048d366736,TCGA-66-2789-01A,a633a5ca-c207-45be-8903-93527de31c22,Primary Tumor,RNA-Seq
c0735558-785b-41c9-949c-dfcf2a7fea4e,TCGA-18-5592-01A,a6ca2f89-d997-496d-9e2f-996abda1d896,Primary Tumor,RNA-Seq
a9d2e4bf-6808-4b23-b24c-3641bccb57c3,TCGA-37-4129-01A,6e9194ff-28f7-4b8c-8250-cf6a6916ebd9,Primary Tumor,RNA-Seq
75ebf4bc-d565-4bd5-aac6-4723e1f2e9b1,TCGA-85-8288-01A,134694a5-14a6-4016-9230-deca5f6548b5,Primary Tumor,RNA-Seq
f4e67a13-3ac1-480f-b1b3-ebcad25042cb,TCGA-60-2722-01A,060717ad-f034-46fa-8e9b-94a9422e4666,Primary Tumor,RNA-Seq
7a141fa4-279b-45c3-8677-acd733e0224e,TCGA-52-7809-01A,de730557-b83a-4b0a-8570-b196c1be4090,Primary Tumor,RNA-Seq
b23df123-9983-49ca-9232-c40a25f68807,TCGA-66-2769-01A,7ef81bc0-c33b-463f-92c2-1786cbbebc33,Primary Tumor,RNA-Seq
08e22f1a-b309-42c1-a410-ce6368d247a3,TCGA-56-8307-01A,b05a6a36-3d53-4be5-904a-67266fdfa96e,Primary Tumor,RNA-Seq
f7afd51a-a689-4130-9446-1f914e39e279,TCGA-66-2777-01A,13dfbc40-36bc-4662-9d55-74485c3d3088,Primary Tumor,RNA-Seq
8fd43395-24b5-4db4-b7b0-b914ea3d7fe5,TCGA-66-2770-01A,1d014bf1-95ae-42e3-ae39-97ff4841d8ca,Primary Tumor,RNA-Seq
64b136b9-be55-401b-abdf-fb5bba5c454c,TCGA-22-4596-01A,404b0c1c-759f-4179-85a1-e62fad309942,Primary Tumor,RNA-Seq
89e9e257-2e3b-4353-a25e-75242e29044d,TCGA-63-A5MY-01A,b180fdf0-935d-406a-9ec3-0d839d74d322,Primary Tumor,RNA-Seq
979e1e52-893d-4bf4-b514-93b8427f2154,TCGA-63-A5MB-01A,635a73e9-d507-45ae-a533-deff382643c1,Primary Tumor,RNA-Seq
1accabb8-2444-403f-9de6-3e4d8cd365c4,TCGA-NC-A5HG-01A,5fb3a5a3-0cbf-4141-8870-bc0f7a843708,Primary Tumor,RNA-Seq
0195bcd2-6248-4aac-909f-49875435ee77,TCGA-77-7465-01A,a2bd3774-b4b4-4419-83a4-d935c285419c,Primary Tumor,RNA-Seq
a64374bd-a85a-485a-9421-dfa9bf7c85e7,TCGA-66-2765-01A,0748861e-1332-4a53-b714-aaaa467951e6,Primary Tumor,RNA-Seq
c0d5ddb3-4732-4c47-810b-3b68ab147a49,TCGA-37-A5EL-01A,3428ee68-83f2-4f48-8192-45f7e9e79b1d,Primary Tumor,RNA-Seq
96ce4530-6b79-4304-95ff-6135a3f62f91,TCGA-NC-A5HR-01A,f77b3753-7b14-469a-abc2-8c544576f709,Primary Tumor,RNA-Seq
7ed2a3f7-408b-4a18-bcc4-27a6d40aa813,TCGA-56-7582-01A,1220e8b3-e16e-454e-bc49-60f49f9fe090,Primary Tumor,RNA-Seq
bceb16d8-da01-4b2d-beca-8a1b7bb2a444,TCGA-43-A56U-01A,7535d9d1-f49b-4579-aae5-5e84b0279d73,Primary Tumor,RNA-Seq
aba02272-20fc-4f4b-9218-5360748eaccc,TCGA-58-8391-01A,32a90a21-f9e2-4bca-b540-e4f517e26ac3,Primary Tumor,RNA-Seq
9178d360-5da4-46f3-b7ea-23403355600c,TCGA-18-3408-01A,eeffadf9-2ccb-4937-ae1e-1d50aba41c4d,Primary Tumor,RNA-Seq
2f70cac4-847f-4ed7-b4d4-e12584855c44,TCGA-39-5037-01A,2b482b5d-5672-4035-b2dd-47311ed936b9,Primary Tumor,RNA-Seq
6f10ee8c-67fb-40fb-a7b4-e55aa7cf04e6,TCGA-22-1002-01A,05466eb7-be72-4759-94fe-d9b4940270ca,Primary Tumor,RNA-Seq
2e61c31a-5a4d-4635-ae9a-b095bb92dfc1,TCGA-92-8065-01A,9d09c013-2149-4d02-b479-1bb537fcf826,Primary Tumor,RNA-Seq
2f76db6c-ba6a-491b-bbba-ef191472fac2,TCGA-56-8083-01A,32005f7d-c6d4-400c-b2cf-573beb0b9f7f,Primary Tumor,RNA-Seq
f7ae682b-a6b1-4fee-92f0-a2172d164015,TCGA-77-A5G6-01A,5fe06316-fd7f-44e4-a0b0-031f1fa6cb69,Primary Tumor,RNA-Seq
0ed78211-caf1-455b-b487-4e496a579d16,TCGA-22-A5C4-01A,11d60aed-2522-4fe0-be29-78955dc687ef,Primary Tumor,RNA-Seq
ef864ec5-9f3b-4650-acdc-b228ab4ce4b3,TCGA-34-5232-01A,2ffbc6b0-c56b-474f-add4-747caa6de728,Primary Tumor,RNA-Seq
f152a199-55af-44f1-b5e8-ab04f68c6c64,TCGA-77-A5G1-01A,0adb7c98-7ab2-4d6a-94f8-7d0a166ef1c0,Primary Tumor,RNA-Seq
d23498fe-0d83-4217-b119-ed7d8b28892e,TCGA-77-7338-01A,7112878a-c8ab-454e-b87b-de81ef35123c,Primary Tumor,RNA-Seq
ce1d605f-9149-467b-8607-6d4a1801d068,TCGA-66-2773-01A,a29977a3-cedd-4861-a566-d4e942002ade,Primary Tumor,RNA-Seq
286562f6-5f15-42d0-ac04-bfa229529e0e,TCGA-LA-A7SW-01A,cc24caab-19a1-476f-8e71-d8751e7d411a,Primary Tumor,RNA-Seq
68632db8-0859-440c-a6d2-542247364fc5,TCGA-85-7843-01A,2cea84bf-5fa9-49d0-97a4-22d31fc4bf41,Primary Tumor,RNA-Seq
db9a1a6f-526e-4a30-8aca-7d2d45779419,TCGA-O2-A52N-01A,d683c205-66e8-4be0-a849-14083a585e7d,Primary Tumor,RNA-Seq
d601e407-b227-4315-99fc-c495e914a8ac,TCGA-22-4604-01A,ceb7629b-71ae-458a-b6a2-5e34cafcc41a,Primary Tumor,RNA-Seq
de98bab3-349e-41ec-ae5a-79ae2d97b9e9,TCGA-96-A4JL-01A,31d65a90-ec60-48bb-b2e3-506327223f03,Primary Tumor,RNA-Seq
4691b6bc-179e-464f-a086-010499453996,TCGA-21-1082-01A,f091c76e-5d01-4f4b-8f6f-463c9f302930,Primary Tumor,RNA-Seq
1e72b0d8-3bd3-4c78-bf86-87c27339fd69,TCGA-33-4582-01A,43a62dbd-5e29-4ba5-a91e-5033f01f118f,Primary Tumor,RNA-Seq
06911ff7-45c8-4e63-99a6-9f6e40ecf92e,TCGA-52-7811-01A,4c0d91b4-0db2-4834-aea6-c8437fe5ba3d,Primary Tumor,RNA-Seq
0982bc75-ec89-4b82-9ff9-73be85e43cb9,TCGA-66-2792-01A,c5032c5f-4386-4aae-b986-480e4c7855db,Primary Tumor,RNA-Seq
f8e22409-74fb-43b1-bd94-b6a4ed5a3683,TCGA-60-2709-11A,37a36c00-ab6b-41eb-90e3-a059c183c72c,Solid Tissue Normal,RNA-Seq
728d279f-3a21-49d9-8cb7-74faa04d583d,TCGA-43-6647-01A,12452c88-c886-4449-84cd-04d44b29d704,Primary Tumor,RNA-Seq
97fe29a5-78cf-4a69-91bb-6201bf937390,TCGA-G4-6294-01A,4f4d9529-09e0-4a0d-8a9f-0060b643444d,Primary Tumor,RNA-Seq
79ba4256-9439-4065-88d8-9fb4fa060142,TCGA-A6-2682-11A,668f20bb-26e0-4064-a5e4-4a7385f6863d,Solid Tissue Normal,RNA-Seq
be593630-2bc0-4ba5-828e-6d10ffd9cbf7,TCGA-AA-3516-11A,1acba753-2af3-4ce5-accb-5b94b8d3ee1f,Solid Tissue Normal,RNA-Seq
e9fcd64e-da23-4b00-9423-376a6aab6af4,TCGA-AA-3662-11A,ea88380e-ed58-4a4e-bf86-c81af19b4594,Solid Tissue Normal,RNA-Seq
c75a9bb6-1b0a-4a37-9a12-7561846a9442,TCGA-A6-6649-01A,cb16e564-e613-4f02-9f74-e807a51dd512,Primary Tumor,RNA-Seq
4c6b05bd-54ba-48a3-9beb-45d4c30fd5b5,TCGA-AD-6895-01A,72930683-b2dc-4cd8-8a0b-0cf57c77b1a9,Primary Tumor,RNA-Seq
7b4f7acc-83f7-4a7f-9647-a187e8ab458c,TCGA-DM-A285-01A,1f10d305-91ee-4008-af7b-a242f4353ec0,Primary Tumor,RNA-Seq
2682e56b-c3ab-4ab0-8f49-c396e1b9fdb5,TCGA-AA-3496-11A,ca5bc217-abb6-4b03-b53b-59708fa888a6,Solid Tissue Normal,RNA-Seq
788adca0-1a65-4c33-80b0-ac1f937dd2e4,TCGA-A6-4105-01A,08c83da9-c037-464b-a68a-9df6e89ed861,Primary Tumor,RNA-Seq
f2bd671a-1f17-4613-80cc-23bfb7a1194c,TCGA-AD-6964-01A,4d16e41a-b100-4080-a759-1f62e54c1c91,Primary Tumor,RNA-Seq
c525d81a-9d80-453f-a8c0-f4463be2c954,TCGA-AA-3697-11A,2121d215-5078-4273-8eb2-29273f90a361,Solid Tissue Normal,RNA-Seq
74250892-b1e5-4e33-b2c2-20ef9c83a100,TCGA-AZ-6601-01A,dc23bafb-2cfb-4c1b-9e66-b9cab22ae855,Primary Tumor,RNA-Seq
c3cf2058-12b5-4e55-b163-c33e12751a10,TCGA-G4-6628-01A,df310e3e-d633-4f03-af1c-861e453e22cc,Primary Tumor,RNA-Seq
b2cf7316-6486-4013-8c97-ea50253b1cfb,TCGA-AA-3713-11A,8db16195-8f0e-4343-a250-b59fa7ec562f,Solid Tissue Normal,RNA-Seq
7c182cfc-56ce-4190-b1d7-67f14b99eeaa,TCGA-CA-5255-01A,5747e3d1-3c16-4c85-be2e-bfab9584d61b,Primary Tumor,RNA-Seq
5b52fc38-4db9-4675-9d2f-bda51f7573a9,TCGA-A6-6781-01A,f1b2ca40-f20a-42de-aba2-4f730d7ccc09,Primary Tumor,RNA-Seq
6475b7b8-417d-4a05-91e9-c71743fa7adb,TCGA-A6-6781-01B,c3ca213a-1389-4e6b-8fbf-63479be7402a,Primary Tumor,RNA-Seq
81e61bf2-33f0-4eb3-ba82-a7bacd7b726f,TCGA-AA-A02K-01A,685df015-1b7b-4993-bf05-e3206619dfba,Primary Tumor,RNA-Seq
1108cbdd-6486-4c01-aca2-47b85898ad1f,TCGA-NH-A5IV-01A,cd591147-3d00-4f87-bd90-53dd9ff830f7,Primary Tumor,RNA-Seq
1347b5f3-613c-42f2-919b-1daa63d139d5,TCGA-AZ-4616-01A,f1f8ef32-d706-4ac1-929b-f678491f2fd8,Primary Tumor,RNA-Seq
6e3a9282-5e09-4449-975a-b257b31da599,TCGA-AA-3712-01A,a34342d8-c1b5-4043-aaad-23d2c63a5241,Primary Tumor,RNA-Seq
7f9e682d-be5b-43fb-a0a3-91b3eff63142,TCGA-A6-6781-01A,f1b2ca40-f20a-42de-aba2-4f730d7ccc09,Primary Tumor,RNA-Seq
78345440-c916-4da5-84a1-cdb4d50cc299,TCGA-AZ-6603-01A,5321bcc9-a2a0-4671-875a-b1153ff47e13,Primary Tumor,RNA-Seq
0adc2e76-0f52-4ef0-9479-81708beb30be,TCGA-A6-2679-11A,eb51613d-7d22-4c07-9a79-692927ed92e0,Solid Tissue Normal,RNA-Seq
346cd92e-a44f-40d8-9917-b0dce7033870,TCGA-A6-5667-01A,74e9942c-3adb-47d1-bd92-f97095865ee1,Primary Tumor,RNA-Seq
1db558aa-152c-4249-a23d-66d9311f3ea0,TCGA-D5-6541-01A,46f8f339-748f-4fcd-aeee-6ead28bc5010,Primary Tumor,RNA-Seq
aa52e14d-7483-42eb-96e6-346ff5263cf1,TCGA-CA-5797-01A,de3d658f-5dd9-4f16-9282-e02162ee486c,Primary Tumor,RNA-Seq
034418fc-ee4a-4560-b42c-684a1a68a364,TCGA-CM-6172-01A,96ca99ae-ae8d-4325-a9b6-4c32d6cbe52c,Primary Tumor,RNA-Seq
2ec5ba7c-d783-4e99-8ff7-e44554099bed,TCGA-A6-6650-01A,9b637a29-ee08-4ab2-8160-7584c170f87b,Primary Tumor,RNA-Seq
d4537287-4caf-4a81-aab2-5d8143e76c29,TCGA-CM-6679-01A,5b04ee05-9488-4141-9178-fb0a101492bd,Primary Tumor,RNA-Seq
6f9c9875-9fab-4b7d-82a5-ed1d4efd5a97,TCGA-G4-6302-01A,7b8ece19-62ea-47d9-8541-06e232b4fc51,Primary Tumor,RNA-Seq
cfee23e0-1a48-4b2b-9a17-7b83d553daf8,TCGA-AZ-6605-11A,24c87fc0-4c58-4a70-8ba2-3fcfa2d00c77,Solid Tissue Normal,RNA-Seq
d1f8fb18-35b4-4a8f-b0dd-81c926c3b750,TCGA-4N-A93T-01A,7904523e-e859-47b9-8ba0-c1a1363afa0c,Primary Tumor,RNA-Seq
9101eabf-2060-4881-95a3-105a4758d4d3,TCGA-A6-3809-01A,2b12e104-94f6-4945-a50f-d00ef9514748,Primary Tumor,RNA-Seq
3d413a9e-7c37-4cd1-a977-ef2c9f45ad1b,TCGA-DM-A1D4-01A,49075fad-2d3b-4732-8d6f-7c61cbb76372,Primary Tumor,RNA-Seq
af032832-ddac-4fa1-a180-cbe10c1dfda3,TCGA-A6-6780-01A,a8635b10-cbf2-461b-b459-e82e2aec4589,Primary Tumor,RNA-Seq
9395cdb7-fa7d-499b-b33e-b7d2a56ae157,TCGA-AA-A02Y-01A,8537633b-6426-4b66-a2a3-fa942eedf01b,Primary Tumor,RNA-Seq
3ff11569-200d-4d36-b83e-4b278f232b29,TCGA-CM-5861-01A,e4ebbf6d-9374-4d8d-90a8-75cc4c7baeda,Primary Tumor,RNA-Seq
1685dbda-2bf8-4020-9686-f3c004857707,TCGA-F4-6459-01A,df80b5ed-3ce8-4b06-978e-f972f659d206,Primary Tumor,RNA-Seq
0fed6193-11fe-493d-a61f-9185c3559685,TCGA-5M-AATA-01A,41811365-ecd2-4729-be59-d734763a9892,Primary Tumor,RNA-Seq
0e9d2f98-2737-41cd-aedf-1124283aba26,TCGA-CK-6746-01A,559a6934-457d-44c7-a418-dff196995fcf,Primary Tumor,RNA-Seq
5c6475e3-594f-4eea-b729-86d2b9abf538,TCGA-AA-3489-01A,52b17bb5-0476-4d64-9865-c01309b58144,Primary Tumor,RNA-Seq
59c4f431-48ac-458c-91a9-110a2dae1b1b,TCGA-AA-3489-11A,ea584d2c-b25d-4c8a-98cc-cb59751a49e8,Solid Tissue Normal,RNA-Seq
974588d0-e1c1-4a93-8429-3f20f2ed57dc,TCGA-D5-5537-01A,4e0e61b3-003a-482d-8749-a7b33be4a4c8,Primary Tumor,RNA-Seq
e06ece50-6c3c-4aa1-9ddc-86fbe18656a1,TCGA-A6-6142-01A,abff22c2-1021-4d1f-872e-2380a375f98f,Primary Tumor,RNA-Seq
38fa2f23-a385-405e-b3de-0f5ce0fbda00,TCGA-D5-6924-01A,7da8a1f1-5a85-4bdf-a9c4-6fe98bce5923,Primary Tumor,RNA-Seq
637930b8-d47b-44fa-83b1-ea47c6cd6e20,TCGA-F4-6569-01A,bbb4b282-5414-4929-a9f6-08b733d14fa7,Primary Tumor,RNA-Seq
42da213e-7fd4-46ad-a9ba-956bd03c3441,TCGA-F4-6463-01A,0e53a06b-feae-46ab-9b7d-f1aeb31b499b,Primary Tumor,RNA-Seq
b5537bd0-4310-4046-af96-720fa46cc9a1,TCGA-D5-7000-01A,1dc340a0-b8d0-47b3-b87b-d5546e6ee77e,Primary Tumor,RNA-Seq
b1b12108-1c40-4b18-85d9-11c615833847,TCGA-AA-3534-11A,b3f9b9ae-1dda-4e22-81b5-b2cbd6369e38,Solid Tissue Normal,RNA-Seq
edbd7abe-9c0d-46c5-b4a1-6e4b13a9ff20,TCGA-G4-6295-01A,ec60d3a7-14ff-4171-9d46-a2b6f898c5f1,Primary Tumor,RNA-Seq
8066b2fd-f2db-44ff-a3ee-2ccc687ac36b,TCGA-DM-A282-01A,ce97b1c6-7a17-4cd3-888d-b55e4e585459,Primary Tumor,RNA-Seq
4f300f2c-53ef-4477-8866-1719f24827df,TCGA-F4-6805-01A,6a3170a2-0064-44eb-a247-4712d6a85c9b,Primary Tumor,RNA-Seq
9a4f1356-a568-4bb2-b640-0b61aa08cb2e,TCGA-A6-5657-01A,05711fa9-46f4-43fd-a293-4969790f1004,Primary Tumor,RNA-Seq
a8ba40f3-0de2-4227-a2de-fdbc222b9a57,TCGA-CM-6165-01A,0d1b5f70-169a-415f-93f3-efe0ccc0e4c7,Primary Tumor,RNA-Seq
ac7631fc-3403-4768-9e27-2dbee25e6b06,TCGA-A6-5656-01A,b85efaf6-8cb4-4929-b29e-4655c107f61a,Primary Tumor,RNA-Seq
0703abbf-0dcf-4f36-a3e0-f74b88b8c71b,TCGA-AY-6197-01A,066aaaaf-f945-4b04-9db5-d556f0c2bc08,Primary Tumor,RNA-Seq
1263f730-6ba5-485c-afda-7be1465d3a04,TCGA-A6-5656-01B,0230996e-7ee3-4360-a790-fb420d0b60ba,Primary Tumor,RNA-Seq
5dd59627-4952-48ae-a31e-ca57356c60b1,TCGA-DM-A28C-01A,a3674348-7d0c-4d1a-b825-a335f79a4b79,Primary Tumor,RNA-Seq
94e8aa5c-0c7d-4763-aa27-eb081b5239f7,TCGA-AZ-6608-01A,f6ce2f9b-b631-47e7-a32b-eaeaed4cf008,Primary Tumor,RNA-Seq
8177be59-5f32-40d8-b7b4-de32af0e3141,TCGA-G4-6310-01A,a0322f55-0853-4b63-9788-4e750557bb58,Primary Tumor,RNA-Seq
aef69557-825e-474e-8ee3-2227e0160979,TCGA-CK-5912-01A,78eecddd-e0d2-4f8a-821a-7e412f92e754,Primary Tumor,RNA-Seq
aa47a4b6-8a36-4e6a-b62f-74a9a23bca7b,TCGA-AA-3496-01A,288c3d74-c236-4985-a01c-e39ccca065da,Primary Tumor,RNA-Seq
0e2c521b-1522-422c-9c94-960765c02240,TCGA-AA-3675-01A,a4ce3727-4506-493b-95f4-2f11ceb09ceb,Primary Tumor,RNA-Seq
