file_uuid,submitter_id,sample_id,sample_type,experimental_strategy
29faa52c-4706-4e88-a173-9e575e30b972,TCGA-77-8136-01A,2fbc0191-3d3e-49ab-a878-2f25c40af2c9,Primary Tumor,RNA-Seq
5a7a739c-05a1-40b3-bacf-5eacaaf9368b,TCGA-33-AASB-01A,0193b241-1fd8-482d-bbc5-49250d9737c5,Primary Tumor,RNA-Seq
9c55960e-a6a1-45a2-9b1a-c919a9d774eb,TCGA-98-A53B-01A,1d290e15-c407-4e20-915b-9b785f1228c8,Primary Tumor,RNA-Seq
74ef7f3e-ca6a-4d65-ad2c-746204daa06e,TCGA-37-4133-01A,e47265aa-38bc-4122-ad50-44dda65c6bf3,Primary Tumor,RNA-Seq
c750488c-9d86-4f9c-8eef-a930590baba2,TCGA-98-8023-01A,2cb259a4-cc59-48c9-917c-91207511f227,Primary Tumor,RNA-Seq
bef72dd6-39e3-4b46-85c3-064af1d1979a,TCGA-NC-A5HJ-01A,97163b07-0328-4661-a06e-185f7849e819,Primary Tumor,RNA-Seq
35775e9e-825e-49d6-b4a6-e12043f710c0,TCGA-63-A5MG-01A,107cb170-53aa-4327-b415-9137a60a8510,Primary Tumor,RNA-Seq
e75c26b3-e73d-4501-8245-b988965741f7,TCGA-60-2723-01A,b8b3957d-ba76-47b3-99d2-29f49eb38893,Primary Tumor,RNA-Seq
4a7726a1-28f8-4b8e-bea6-ec6ee3a04ed1,TCGA-58-8393-01A,557f9564-852b-4e7c-a414-bc3fc83758da,Primary Tumor,RNA-Seq
503569ef-c6b9-4c46-bdef-3058594942e9,TCGA-68-A59I-01A,8856291a-fef5-4008-b6cc-636aa8975905,Primary Tumor,RNA-Seq
7d4e1bf2-9528-4060-b170-c50db901076f,TCGA-85-7844-01A,a6835aea-672e-4313-be97-4fd4a17a2e47,Primary Tumor,RNA-Seq
0bb28dc5-d6bb-4945-898b-c6fe4b63a8ca,TCGA-58-8386-11A,f0a7c7ae-3941-4cc4-96cf-39b77c97dd80,Solid Tissue Normal,RNA-Seq
1bba6c7e-53c8-4c28-8d4e-7f00a8454a52,TCGA-66-2744-01A,75e00dd8-0ad9-4447-9407-0ab6ac0a7173,Primary Tumor,RNA-Seq
b9c1811b-3295-4be9-8d4f-83d6fd42fdcf,TCGA-58-8386-01A,4193a932-1251-4a4e-91f0-17435741b839,Primary Tumor,RNA-Seq
15ca83cb-b5d2-49b3-b486-09b298ccef89,TCGA-22-1011-01A,ad8d4ef5-5c51-4342-983d-ef912fda745a,Primary Tumor,RNA-Seq
b00c98d8-67ac-4897-9a62-e011998c911a,TCGA-37-4135-01A,5294476f-a200-453e-9d11-9c50f3c3fa5d,Primary Tumor,RNA-Seq
6e90662c-a1a1-4651-a728-aee26c26c4d5,TCGA-37-A5EM-01A,d81fe19e-df9e-4d0f-b491-d139e51d7bb7,Primary Tumor,RNA-Seq
2eaaf6a4-09d8-456b-aba5-fc003455893d,TCGA-98-A53D-01A,af8ac526-1404-44d0-9720-86f7e9148b13,Primary Tumor,RNA-Seq
e8b39b9b-9739-4d8e-ad8b-99bab4852e1e,TCGA-56-8625-01A,74948c89-51b8-47fd-be1d-593d9aa34063,Primary Tumor,RNA-Seq
ab3c18e0-59fd-47e4-bbde-f0ba97bf4510,TCGA-21-1076-01A,22be9844-4d9e-4372-a46a-b5c64480e5aa,Primary Tumor,RNA-Seq
9e2c5dd2-f150-441c-a2f1-5c41cc86a5c3,TCGA-85-A4JB-01A,d767ee8b-eb2f-41d9-9d4a-8968ac8a50b5,Primary Tumor,RNA-Seq
a6dd905e-e77b-4cc1-8aea-a98edd46dfcc,TCGA-NK-A5CR-01A,8781a00c-0e9c-46de-89be-dcd0a2504918,Primary Tumor,RNA-Seq
a9ac89d0-b366-4c2f-ba46-f17a4bc1d832,TCGA-60-2708-01A,dc117e4d-6f37-4f90-ad32-29d2d051d506,Primary Tumor,RNA-Seq
4d5b8089-57e6-443b-8f0a-35a8167d8dd6,TCGA-56-8624-01A,8fd19743-f203-459b-a81a-d0442febde6f,Primary Tumor,RNA-Seq
a50b823d-d339-4974-9691-69bade958df9,TCGA-85-6175-01A,4da87998-a3a3-4f8d-bdd0-06c340613113,Primary Tumor,RNA-Seq
b9ffeb80-381b-45a8-a173-4129408b38b5,TCGA-56-8201-01A,0abf7b37-76cf-41d3-a2d8-d03046173e5c,Primary Tumor,RNA-Seq
647d24a8-89aa-40f6-a424-e2e537589d3f,TCGA-56-8201-11A,160cfdb8-0930-4c95-beb4-006e5f42c10a,Solid Tissue Normal,RNA-Seq
b7c5fc65-01ff-466d-8857-2d002e232c71,TCGA-94-A4VJ-01A,f61bcfbe-5dc5-4346-b44f-3b90cebd6653,Primary Tumor,RNA-Seq
5a79f110-3ea5-4be2-af1b-741fe35c3e26,TCGA-39-5029-01A,32bf8629-ef58-4944-ae9e-2dc4682bfb86,Primary Tumor,RNA-Seq
1ebb31b8-a6ab-4535-8f4b-c76e3ebcbe03,TCGA-77-7463-01A,3a7c0b5f-2862-495b-81ac-16384b10490c,Primary Tumor,RNA-Seq
c035a0e6-c374-44b5-95d3-f5165cb456fe,TCGA-22-5485-01A,abc3a25f-d5bc-469e-8c3e-8e6f5b129e8f,Primary Tumor,RNA-Seq
77f3ce46-10ea-457e-9637-047022bc7617,TCGA-63-A5MW-01A,4549c88f-18ba-4cf5-b960-a5e1192c27be,Primary Tumor,RNA-Seq
a309db36-b293-4b65-9334-db6fd9af75fe,TCGA-63-7023-01A,e41efacb-ce84-4ebb-872a-05d866d2bc12,Primary Tumor,RNA-Seq
82d90875-914d-4921-835c-787cd12e8c7a,TCGA-85-8666-01A,7b879b39-8c84-40d8-a7b7-105512030f2a,Primary Tumor,RNA-Seq
980e84f7-2205-41e3-a522-08d0b9aab31d,TCGA-96-8170-01A,d3999e48-3696-4971-8439-c052bbc3920f,Primary Tumor,RNA-Seq
8ebb586b-8171-4a01-88f5-311e4fbadc0b,TCGA-60-2720-01A,7866bbce-6e55-459f-aec9-00d8b8dbfb2e,Primary Tumor,RNA-Seq
396f7d2c-13e1-4f90-b3c1-766ee9f94b22,TCGA-68-7755-01A,87d21e55-7f4a-4652-b7f7-1e64cb300fae,Primary Tumor,RNA-Seq
3ce54349-33da-4f1e-9a6d-2ca7e1edd7d0,TCGA-77-7142-11A,8b0c5f64-54df-47b2-8147-2e89520889bc,Solid Tissue Normal,RNA-Seq
3d53784a-2fe0-4ccc-9d3f-a1c9f5a0d5db,TCGA-85-8052-01A,9248b38e-ec7b-4c7c-bcb0-e942ce3c4847,Primary Tumor,RNA-Seq
12f6cefa-d7f1-491c-b4a9-80e084db87ec,TCGA-52-7622-01A,c156b8d7-8527-46ee-b0da-250b75233925,Primary Tumor,RNA-Seq
3b54bb14-22f7-4365-afa3-75bdd8bd4883,TCGA-66-2737-01A,d95f1517-799c-48b7-8514-d4423b881c8d,Primary Tumor,RNA-Seq
0f8c552b-253b-46bf-bfb5-34ede8fd463e,TCGA-77-8008-01A,42b05509-93fb-497c-aa5d-48bf5f591167,Primary Tumor,RNA-Seq
f073ab83-14e6-4191-9c66-a1376b315211,TCGA-55-1595-01A,b8e996d3-14b1-465f-b1e3-d6849b144be1,Primary Tumor,RNA-Seq
190f6218-20aa-4f3d-a852-b9809c94b1e7,TCGA-49-6742-11A,d9548fe4-5631-473a-82cd-1b089b638963,Solid Tissue Normal,RNA-Seq
a1ec7a3c-d133-47fd-b0bd-2f4b5c8180d6,TCGA-38-4631-01A,13b0d336-205a-42ac-8a50-db0eb065013d,Primary Tumor,RNA-Seq
c42c702a-d43e-4e02-9ade-a4784f236c1f,TCGA-44-6147-11A,d990632b-b55a-4893-9c3d-5ac0fb6bb6f8,Solid Tissue Normal,RNA-Seq
a518472c-ad69-4ecf-95bd-a92ec8b9f866,TCGA-44-7661-01A,a6096034-3c2c-4c96-88fe-56a22c2d167c,Primary Tumor,RNA-Seq
a09b3d3c-b404-4a54-b552-b6ff294d5c86,TCGA-50-5072-01A,aeb9e1bc-a9d2-4aa3-8cdd-cc4edbf5edf9,Primary Tumor,RNA-Seq
daf97b6a-bdd9-4ddb-827a-64adcb6725a1,TCGA-44-2659-01A,42208ba8-f465-4d62-9ed9-5dbfaa525913,Primary Tumor,RNA-Seq
f19f2038-6ee1-461c-9920-368d2c60818d,TCGA-55-7725-01A,f9455bbc-a475-476e-bd97-6137fb011e65,Primary Tumor,RNA-Seq
775071f3-2998-4424-99ba-a52e33eb1c3a,TCGA-55-8511-01A,933577d0-75b1-4f9f-baa1-2dd1ab254fd2,Primary Tumor,RNA-Seq
f3caf2ff-b73e-473b-b830-5f17224c0eb0,TCGA-05-4396-01A,4d85772b-287e-4790-b1e8-cd1c0e88ad48,Primary Tumor,RNA-Seq
1ccfdbf5-cd7c-41aa-b096-e8e36ae03930,TCGA-95-7948-01A,bf5d88da-2302-4b32-be0f-cc45638039c9,Primary Tumor,RNA-Seq
ba0e96cb-c5e3-40ca-bb29-7a4e21630f75,TCGA-38-4629-01A,eb822f95-8b15-4c86-b5e5-b0afe9c32e0c,Primary Tumor,RNA-Seq
0c8cbf8f-ca79-4053-b74a-2f6c34425a56,TCGA-44-6146-01B,c9a31213-d38f-43db-9883-a2c019eef8eb,Primary Tumor,RNA-Seq
d067d21a-83a5-4a19-abf2-19c26e5c46f0,TCGA-55-6979-01A,11e65f8b-4e48-42e7-a87c-bcf2538168c6,Primary Tumor,RNA-Seq
0454afd6-eba4-4b1b-bbe0-709eb1f0f77c,TCGA-44-6146-01A,ad66185f-983d-4416-b705-25d3d4d8b5a5,Primary Tumor,RNA-Seq
7e51c7ee-4b2d-4c47-b56e-16561a417fff,TCGA-05-4382-01A,cce6d71f-369e-467f-bd7e-03d20e97b7f3,Primary Tumor,RNA-Seq
f8df5f2e-da21-476d-8198-71babff21222,TCGA-44-6146-11A,ded52bac-fedf-43e0-be97-e261a84383ad,Solid Tissue Normal,RNA-Seq
e2ba67c6-384a-4803-84a4-3f265e668d0f,TCGA-50-5939-11A,1a762ac4-b6ef-4ea1-889a-0fda1df26765,Solid Tissue Normal,RNA-Seq
e48b59e9-428b-4411-ab93-9d3e50f7d923,TCGA-91-6836-11A,baa41644-5248-4838-acc4-56d35c7a88ae,Solid Tissue Normal,RNA-Seq
5ca0daff-4c9f-46c9-9311-f6165542440c,TCGA-05-4405-01A,9ce83cc4-7b9b-4ce7-98f5-5ce8a8d70902,Primary Tumor,RNA-Seq
242997d2-e30b-4ca9-bebb-8d85dab97741,TCGA-55-8207-01A,11f47c9a-6435-47fb-ace2-74f29f5f3f01,Primary Tumor,RNA-Seq
3556c8c5-47a5-43a3-a234-cb72c0f1f535,TCGA-05-4402-01A,07c1fce4-ec48-47a4-8391-e553936b67f2,Primary Tumor,RNA-Seq
aaf21a85-c592-4ece-830f-05707cdf4a5d,TCGA-64-5775-01A,5449bced-1356-4de5-9352-349725656c5c,Primary Tumor,RNA-Seq
ed9dadc3-b615-4a10-aee8-0b61d45bb395,TCGA-86-7954-01A,e63d9a32-593f-46e7-9d3b-866435cab585,Primary Tumor,RNA-Seq
81bb457f-eacf-4eaf-9e8a-24621fef9b9c,TCGA-49-4505-01A,d1fb0862-8d9c-4bc4-aac6-81dc4eed66c9,Primary Tumor,RNA-Seq
f0bd2b26-e9a1-4e55-9d5a-1aa664d17ad7,TCGA-73-4662-01A,c7d727b6-47c6-4339-b9dd-5baf41527bd4,Primary Tumor,RNA-Seq
f42d5f1a-3588-4f6c-9c50-c8c6e26655af,TCGA-55-7284-01B,aee334d0-5a07-4392-bf02-aca59066a68f,Primary Tumor,RNA-Seq
d3967c0e-3fb9-4eba-babc-cc7b7704c69e,TCGA-67-3771-01A,b0410cd6-693d-41d6-9dad-d1b1c30bf5cb,Primary Tumor,RNA-Seq
936ad077-a509-4013-8b60-81acf348c1a8,TCGA-49-6744-01A,a9d69d7e-298c-4ab6-b64f-1edc58832ccd,Primary Tumor,RNA-Seq
f8743ab5-1264-4afa-afa1-d4142461fc16,TCGA-78-8662-01A,cffeea21-61c8-4f86-b8d3-e67b019768cc,Primary Tumor,RNA-Seq
e4dbb989-29cc-4feb-9504-c4416cb71cf6,TCGA-64-5779-01A,4131da8f-3c6c-43e1-a7eb-81cb8988f524,Primary Tumor,RNA-Seq
14afd1c6-bda3-4a70-88d2-6bfca2b1431f,TCGA-97-7546-01A,60d4bb1a-a25f-485e-8247-1ea42220015a,Primary Tumor,RNA-Seq
b48057f8-5eeb-4827-b0e0-de6bc3173236,TCGA-64-1680-01A,0bdbe623-cf95-465a-917d-87dfb6a8618e,Primary Tumor,RNA-Seq
c1434e1f-4091-484b-8293-8e2a60a74223,TCGA-55-7911-01A,49cf5040-2d73-4538-8825-7fba37379289,Primary Tumor,RNA-Seq
8bb3f11e-f086-43f9-b066-a03fb6c7c6e1,TCGA-38-4626-11A,84997fe4-69b9-41d5-9a71-a8147cf08a2e,Solid Tissue Normal,RNA-Seq
73afef26-d762-4aa2-bca8-7a4c73af5c3a,TCGA-38-A44F-01A,45c17476-0525-46d2-8448-48d4de6713f1,Primary Tumor,RNA-Seq
1e885cc1-9646-45bf-b6f5-a9bf583a9f85,TCGA-55-8299-01A,5d0ed8d1-6e84-4f6c-8e0e-0317aa8b0e3f,Primary Tumor,RNA-Seq
d31e524d-fc7f-43f2-a785-6271db4b247d,TCGA-75-6211-01A,55f79464-e4d9-47be-8ce8-c4959e9eb753,Primary Tumor,RNA-Seq
6b62eecd-48f9-4c89-9a44-09f245a73d5a,TCGA-62-8398-01A,ec51c45a-d518-4333-bd7e-3ae606b40d01,Primary Tumor,RNA-Seq
8a67d004-35fb-4cf3-b8b4-f8b4b330c732,TCGA-50-5066-02A,68f1d178-71de-4185-82ef-2fbb221759ec,Recurrent Tumor,RNA-Seq
b259e8ea-eed8-4b41-9ef1-1521dc895633,TCGA-55-6978-11A,bf086e79-d781-4620-b8f5-868e70f293c2,Solid Tissue Normal,RNA-Seq
a568b8ed-1643-459b-bf23-f2e0cc22ab89,TCGA-75-6214-01A,7dceaead-79bb-4e91-a724-f0fae56442ce,Primary Tumor,RNA-Seq
a271fd1a-9460-4819-adf5-6b7e955d2c6c,TCGA-J2-8192-01A,45021ebd-8e13-44c2-8203-aa9f72b50e6e,Primary Tumor,RNA-Seq
3a106eb1-e276-4785-a95e-7b91e28f62c1,TCGA-S2-AA1A-01A,a28cc4b4-4819-41ef-adf7-34ee50e29ba6,Primary Tumor,RNA-Seq
6354deaa-eaff-4528-b142-2ed8353fe171,TCGA-55-6982-01A,3b284fc6-7dc4-46c2-8ec9-1121ef0b4308,Primary Tumor,RNA-Seq
602a296f-d646-4003-8acc-e8a13d420a56,TCGA-44-6774-01A,79cf84b5-84ff-42e5-b438-697b35d272fc,Primary Tumor,RNA-Seq
0da7018a-2eaa-4801-a111-3aedc1b4d7ca,TCGA-05-4426-01A,0c06cf85-61eb-4e6d-ae54-b8f5cbab9b63,Primary Tumor,RNA-Seq
3793e886-ecbe-43be-9024-947e580543be,TCGA-71-8520-01A,fb9c6881-c503-45c8-b17a-b47a9e8d9003,Primary Tumor,RNA-Seq
39194fde-017b-46c3-b620-c26abcd0bd16,TCGA-55-8096-01A,a5d9be94-1204-49cb-8758-1505d853564c,Primary Tumor,RNA-Seq
53050110-29d2-450e-aba8-05fa81da111f,TCGA-97-7553-01A,d23900e0-0335-429c-b9b6-16fa06740f92,Primary Tumor,RNA-Seq
92de5d43-a543-46b3-86a8-83039b658a12,TCGA-50-5930-11A,4cddb392-fc4b-4400-a44f-2e92a78b3e97,Solid Tissue Normal,RNA-Seq
c6271432-a1d3-4770-9abb-3082017eab15,TCGA-95-A4VN-01A,3012b1da-0624-4538-8835-a701b0be5c66,Primary Tumor,RNA-Seq
881d3e58-25e9-4758-96c7-35df93a2361b,TCGA-55-A492-01A,8e690229-01ba-4158-ac60-256310bae644,Primary Tumor,RNA-Seq
b043db54-336e-41e7-917c-956406be9e9d,TCGA-05-5428-01A,a6342eed-126b-4afb-86ef-2257b1645e5e,Primary Tumor,RNA-Seq
337ecae7-5b5c-4696-adc4-fec7d7bc5732,TCGA-44-2656-01A,5593f581-3d45-4a4a-a525-bfae1f4753a0,Primary Tumor,RNA-Seq
0595a555-f1a3-4b26-9a11-daf8477080f3,TCGA-55-6642-01A,08d8f333-08f9-4268-99b7-61f7b057f542,Primary Tumor,RNA-Seq
ef6f2e23-f79b-46ce-a738-1cf6c230854e,TCGA-L9-A444-01A,452d513d-d9f8-40bf-a3a7-75453c875561,Primary Tumor,RNA-Seq
3f1d62f4-f1f4-4361-a719-4b480feeb37b,TCGA-55-7816-01A,16094f17-9587-435b-ba5c-7f568b5dab56,Primary Tumor,RNA-Seq
10f8710e-8bf6-4d22-9066-54c391f80186,TCGA-55-6983-01A,168a4a36-b73d-4c17-aaa4-1e4824a155c2,Primary Tumor,RNA-Seq
84f7ee15-e413-452a-82b4-c57e4dad6fd4,TCGA-78-7163-01A,96bd691f-1807-456a-bef1-cb5018f5b0b1,Primary Tumor,RNA-Seq
a2d1fe1d-7aab-4cf5-b452-333f7acb0d18,TCGA-50-5068-01A,63d5b15a-fb94-4b8b-9e93-1dd1cc0a157f,Primary Tumor,RNA-Seq
f6a5cce7-897d-4d38-bbee-6abd41962a88,TCGA-44-6778-11A,2d27ed82-5872-4628-b6b3-a3deecceb0df,Solid Tissue Normal,RNA-Seq
677c20ec-daca-4b58-929f-9763788d3131,TCGA-44-6778-01A,15321297-7110-4e79-8d6f-94c95bc83c94,Primary Tumor,RNA-Seq
853a4bc8-c691-4a02-9912-871f0c686b96,TCGA-44-6145-01A,007783b3-a1b5-4e9b-8add-6d01fefb5697,Primary Tumor,RNA-Seq
a11d2471-6f00-4579-97c4-49b720752fcb,TCGA-44-6145-11A,420fd4eb-e667-4f53-811c-b128d261acf8,Solid Tissue Normal,RNA-Seq
ab081941-3138-4daa-8e05-2df874d1081a,TCGA-86-8281-01A,fbb7751d-75ca-45aa-af13-ed5cfb01ef41,Primary Tumor,RNA-Seq
64bd3772-1d5b-4a13-8a0a-4848520ccefb,TCGA-05-4424-01A,a4d06d63-8da9-4c3c-a75d-4079c2238aa8,Primary Tumor,RNA-Seq
dcbec551-8649-42a3-b15d-b07958913e9c,TCGA-44-3919-01A,9de8d353-3442-41d8-8bfe-a08c4975eaca,Primary Tumor,RNA-Seq
67203f89-c8dc-4144-8dab-c89f3d48647f,TCGA-67-3772-01A,f65c895f-cfea-46a3-b3a0-7c8a98d7522a,Primary Tumor,RNA-Seq
2cf5dba0-9b82-488d-92cc-e88e801cd0b1,TCGA-55-8514-01A,a236f15a-76cc-4a2d-9087-e824ad581453,Primary Tumor,RNA-Seq
f1629bb8-a47b-4e6c-90d6-48d643330d16,TCGA-44-4112-01A,6c206676-e511-4281-91f5-bfe91b3279a4,Primary Tumor,RNA-Seq
92d6886f-7efc-49ad-8e32-4f9e66b2b70b,TCGA-05-4397-01A,c4c061cd-e926-400b-b18c-b47c234337ca,Primary Tumor,RNA-Seq
ea92be56-8355-4158-92ea-396878b808cc,TCGA-55-8094-01A,09656581-db34-4e6e-afe0-80666eb5fba6,Primary Tumor,RNA-Seq
af29bb98-ccf0-4688-aeb1-bf8b8c2824cf,TCGA-44-3918-01A,2ff8bafd-2ac5-4bfd-8c60-81519cd44166,Primary Tumor,RNA-Seq
d2bd9ee9-9f8c-4010-b973-43c9dc69b712,TCGA-44-3918-01B,3a9be0ad-9ffd-4c4b-8b12-bae55310b0c7,Primary Tumor,RNA-Seq
a69a1b56-4be1-4372-9ca8-72d68291e401,TCGA-49-6767-01A,708a8742-f6d6-411d-9340-2c6c25885d22,Primary Tumor,RNA-Seq
30d006b5-08ee-42e7-9ebe-0e9b1c4a2dc5,TCGA-49-4490-11A,e350aefe-7984-477b-988e-e82fdc941dcd,Solid Tissue Normal,RNA-Seq
7bc0a088-4d72-4e12-ba1a-8e3fe9806a20,TCGA-49-4490-01A,185bc9bd-1e20-467c-9c06-908c8aa27e7d,Primary Tumor,RNA-Seq
7cb49f5f-bc2f-436f-863f-22f78fa2a5fc,TCGA-62-8394-01A,2df58e78-c244-4e4e-9360-d1ce8943c01d,Primary Tumor,RNA-Seq
79c2ad6f-6261-41f6-97b3-44f9d153dc15,TCGA-MN-A4N1-01A,44d07be5-4621-41a2-a574-35122a3e5fbc,Primary Tumor,RNA-Seq
f3ff40b5-47cb-4c82-ae39-84c5dc37aa1c,TCGA-MP-A4T9-01A,cca5449d-6645-4588-a0b5-c1f0b57e5c3b,Primary Tumor,RNA-Seq
2e6ab3a6-9bf9-4083-800c-22584d89fa97,TCGA-MP-A4SV-01A,b5c9beed-da9d-4110-9b6d-54a66498d5cc,Primary Tumor,RNA-Seq
230e019e-49c3-4573-b45d-f4b0631f2e27,TCGA-44-A47A-01A,ba172f1c-7e94-41e6-8078-41079b8eeee8,Primary Tumor,RNA-Seq
6eb1829b-55f1-4b28-80f8-579818e316cc,TCGA-73-7499-01A,9fd8c73a-da18-4019-9deb-16c93fe1fce2,Primary Tumor,RNA-Seq
d3d137e8-ab6c-45d3-b03d-f2454091af87,TCGA-NJ-A55R-01A,d00051b0-6181-47be-91c4-79d9530d18a5,Primary Tumor,RNA-Seq
d2332274-9bfb-45ff-a11b-88f4212e55cb,TCGA-78-7156-01A,fab452a2-a57a-4d63-80bc-2ad2b5a20f03,Primary Tumor,RNA-Seq
9efcd5f2-b6c8-4d36-8cad-84ac26824353,TCGA-55-8302-01A,97df724f-afe1-4db4-9563-853245093fbb,Primary Tumor,RNA-Seq
a53c1637-54da-4256-8614-81e6ff4af47b,TCGA-86-8669-01A,de0e8b86-5791-4e7c-b939-30857cd7b0a8,Primary Tumor,RNA-Seq
1037db6a-1503-453d-8418-e7e3ac1952e9,TCGA-64-1679-01A,29152789-d08a-49d2-87b2-2e2ea8ff6573,Primary Tumor,RNA-Seq
c3460c92-3108-4e57-aabb-147b7ceb0541,TCGA-50-6595-01A,9ed482d9-2aea-4200-a994-107a1e88f17b,Primary Tumor,RNA-Seq
c0d16ca0-e30f-41ae-892b-65be87ee922b,TCGA-55-6968-11A,affbf41b-ea28-406a-bdcb-146b9c053978,Solid Tissue Normal,RNA-Seq
3f9f5d28-880d-48fc-b199-66b50e61c35a,TCGA-MP-A4TF-01A,a1283c20-bb35-40bb-91f7-e21b3307f031,Primary Tumor,RNA-Seq
f5b0a4e2-4479-4fa2-995b-88126990e40a,TCGA-50-6594-01A,dab00804-e92f-43f1-9348-16f3015b5dce,Primary Tumor,RNA-Seq
7f303fc2-d5c8-40b9-aee8-5cd615624dfd,TCGA-55-6971-11A,32727a14-832e-4a74-9a6f-27cb1658d8b6,Solid Tissue Normal,RNA-Seq
a586e9f3-55c9-454f-bcba-4e45a93f7b2a,TCGA-86-A456-01A,e48c5428-b22b-40a8-8f42-193c68e48f07,Primary Tumor,RNA-Seq
e3a0c2b1-8470-44e1-9e82-43e6ea573ab1,TCGA-75-5126-01A,39509ea1-e728-4350-b444-798c72ade33a,Primary Tumor,RNA-Seq
f1b85801-020b-4607-b517-f0c2f52f126e,TCGA-49-AAQV-01A,5efd5b2c-3db1-4153-b01f-8f0087d96940,Primary Tumor,RNA-Seq
5de51c65-3328-4ab5-8ca5-de34470d7870,TCGA-64-5778-01A,92514fd2-a178-42e8-8929-0910558e7f87,Primary Tumor,RNA-Seq
509dd4fc-52de-4de2-bf4d-b1452a9ca1fd,TCGA-91-6849-11A,7f82cda9-daa0-469f-9157-e6c30171150f,Solid Tissue Normal,RNA-Seq
21f6741c-1e0b-47c8-99e4-cc7caf9c49be,TCGA-91-6847-11A,599c32bd-7967-4ced-a571-8836135510a9,Solid Tissue Normal,RNA-Seq
b18bccd4-b82c-4e8a-909b-a148506970fd,TCGA-75-6205-01A,d845174b-1a04-4d22-b34f-c48d7ae35233,Primary Tumor,RNA-Seq
56a4716e-a8e5-4cc2-92e9-ab23fbaf9fd0,TCGA-49-AARN-01A,cea128ca-4e69-4bf4-be47-e0481a809727,Primary Tumor,RNA-Seq
bac0a8cd-c410-4de8-9453-90aa50a4ff5a,TCGA-50-5045-01A,bdd75bca-6224-4743-a367-cb1ff01e8121,Primary Tumor,RNA-Seq
e628e084-2b89-4082-bb00-c0a746f89837,TCGA-97-8552-01A,ff0ad6a3-94e2-4dea-a9c8-7c790d65e56e,Primary Tumor,RNA-Seq
e4ba0616-be7f-4211-9e73-13fc02c663dd,TCGA-55-A491-01A,48257830-1c09-4bb6-b7a4-3dd3049a42f7,Primary Tumor,RNA-Seq
68c0fbf4-7ac1-4b03-9ae4-34e08bba9954,TCGA-49-6743-11A,4da6a729-3cae-47f9-8739-d4b614b8561d,Solid Tissue Normal,RNA-Seq
7fde803f-55fb-4d77-b7c3-9c9189d2c3c0,TCGA-64-5815-01A,4420aae3-3f44-4852-974d-74f155b99fe4,Primary Tumor,RNA-Seq
dca6b443-5265-4a5d-896d-46443d42f618,TCGA-86-7701-01A,b355e6c2-b427-40e7-92a6-2c8c942db86f,Primary Tumor,RNA-Seq
586123e0-c3ee-4c2b-ada9-65ff35836b0b,TCGA-49-4512-01A,d809a778-d1ac-4406-ab09-67cc70f1f0c2,Primary Tumor,RNA-Seq
4c9fca19-4657-4b15-bf7e-cf08ed1b1a5c,TCGA-55-8513-01A,3c330531-cd16-4176-b67a-7997c4e518b5,Primary Tumor,RNA-Seq
d21ca022-7f94-4b22-95ba-197f3b7028b8,TCGA-50-6673-01A,e273b4e3-35dc-4f46-a668-70d6eb8bf4fc,Primary Tumor,RNA-Seq
d4b3eaf9-d097-47c7-bc14-5d9495702777,TCGA-75-6203-01A,336eb991-5705-4bc0-a167-6d7f82f81697,Primary Tumor,RNA-Seq
d726ec34-110f-475c-a958-936443c05369,TCGA-55-8614-01A,556bb046-bd81-4366-a167-e86d991ee732,Primary Tumor,RNA-Seq
ef629114-ff0c-4bb4-b572-7ee443427af7,TCGA-95-7944-01A,51206ca4-92c3-4fab-94a7-7f38aa4e0bee,Primary Tumor,RNA-Seq
ad34d5e1-06a1-48b0-b566-f68bc3ff2e78,TCGA-49-4506-01A,9edea53d-ad06-4b5d-bff0-48e834c3684f,Primary Tumor,RNA-Seq
75e9abb9-1561-4026-b737-becac6bbe43c,TCGA-97-7941-01A,586803bd-5ffb-4d14-8dc9-3e540a683afe,Primary Tumor,RNA-Seq
497efce8-8119-45d5-a7ee-b499a08c7d50,TCGA-55-7910-01A,796a6e60-2289-48e0-8a50-ddfce6ebf73b,Primary Tumor,RNA-Seq
a459b5e9-2cca-4519-8aa2-1196e3b6f11b,TCGA-55-8301-01A,657cb9df-3597-459a-991a-2dda352e08ae,Primary Tumor,RNA-Seq
fd474ed6-ef66-4fcb-8c4e-d0ab982a8179,TCGA-86-8673-01A,7901609b-ec53-48e1-80ee-489fa4187ebb,Primary Tumor,RNA-Seq
ca2cad26-1dff-430c-9325-edbc3e4786a9,TCGA-86-8672-01A,3e8b8c83-55c0-43f7-a4c1-24386b6f4f3a,Primary Tumor,RNA-Seq
5be11787-6abc-4adc-ac19-3109a56b7655,TCGA-55-8508-01A,1d8e9258-d210-4ef8-b448-65d628bb3063,Primary Tumor,RNA-Seq
e6d50e78-05c6-48cd-bc95-9911ef29d33e,TCGA-MP-A4TE-01A,3e11762a-faf0-489d-8985-8ede2ccabd76,Primary Tumor,RNA-Seq
4622bc96-14cd-4ffc-8f5e-23f5f0cd53a2,TCGA-75-6206-01A,4afc6152-819b-4e55-817d-df8a42eb0d36,Primary Tumor,RNA-Seq
bfef29f6-a149-493b-9ded-d90ad917249f,TCGA-49-4494-01A,7ca68089-c61f-4d31-8cc8-fb11ae70910a,Primary Tumor,RNA-Seq
