ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
154865,,,,,,#Infection,#Inflammation,
154865,,,,,,"#Host Body-Site","#Oral cavity and airways",#Lung
154865,,,,,,#Host,#Human,#Male
155138,"Limosilactobacillus fermentum","CCUG 56563",Industry,Sweden,Europe,#Engineered,#Industrial,
156183,"Limosilactobacillus fermentum","CCUG 60642","Human blood,newborn",Sweden,Europe,#Host,#Human,#Child
156183,,,,,,#Infection,#Patient,
156183,,,,,,"#Host Body Product",#Fluids,#Blood
156183,,,,,,#Host,#Human,
156402,"Limosilactobacillus fermentum","CCUG 61585","Human wound,57-yr-old woman,mediastinum",Sweden,Europe,#Infection,#Patient,
156402,,,,,,"#Host Body-Site",#Other,#Wound
156402,,,,,,"#Host Body-Site",#Other,"#Thoracic segment"
156402,,,,,,#Host,#Human,#Female
156807,"Limosilactobacillus fermentum","CCUG 65498 Q","Human blood,35-yr-old female",Sweden,Europe,#Infection,#Patient,
156807,,,,,,"#Host Body Product",#Fluids,#Blood
156807,,,,,,#Host,#Human,#Female
156996,"Limosilactobacillus fermentum","CCUG 68380","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
156996,,,,,,#Host,#Human,
172804,"Limosilactobacillus fermentum",CRBIP17.87,"Human, Bronchus",France,Europe,,,
166156,"Levilactobacillus fujinensis","NCIMB 15171, CCM 8908, KCTC 21134, LMG 31067","Chinese traditional pickle",China,Asia,,,
133700,"Companilactobacillus futsaii","JCM 17355, BCRC 80278, YM 0097","Fu-tsai, a traditional fermented mustard product###Fermented mustard","Taiwan, Province of China",Asia,#Engineered,"#Food production",
133700,,,,,,#Engineered,"#Food production",
166158,"Levilactobacillus fuyuanensis","NCIMB 15168, CCM 8906, KCTC 21137, LMG 31052","Chinese traditional pickle",China,Asia,,,
6565,"Lactobacillus gallinarum","CCUG 30724, JCM 2011, CCM 4383, CIP 103611, DSM 10532, ATCC 33199, NCFB 2235, VPI 1294, BCRC 17266, KCTC 5048, LMG 9435, NCIMB 13223","Animal, Normal chicken crop###chicken crop","United States of America###USA","North America",#Host,#Birds,#Chicken
6565,,,,,,#Engineered,#Agriculture,
6565,,,,,,#Host,#Birds,#Chicken
6565,,,,,,#Engineered,#Agriculture,
6565,,,,,,#Host,#Birds,#Chicken
6565,,,,,,#Engineered,#Agriculture,
6565,,,,,,#Host,#Birds,#Chicken
6565,,,,,,#Engineered,#Agriculture,
135313,"Lactobacillus gallinarum","CIP 103651","Animal, Chicken, feces",Japan,Asia,,,
135313,,,,,,,,
136233,"Lactobacillus gallinarum","CIP 103612, VPI 2164A","Animal, Turkey caecum, enteritis","United States of America###USA","North America",,,
136233,,,,,,,,
138813,"Lactobacillus gallinarum","CIP 103650","Animal, Chicken, feces",Japan,Asia,,,
138813,,,,,,,,
146548,"Lactobacillus gallinarum","CCUG 31412, JCM 8782","Chicken feces",Japan,Asia,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
146548,,,,,,#Host,#Birds,#Chicken
146548,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
146548,,,,,,#Host,#Birds,#Chicken
160425,"Lactobacillus gallinarum","DSM 109013","chicken colon content, adult",Germany,Europe,,,
6466,"Lactobacillus gasseri","CCUG 31451, DSM 20243, ATCC 33323, NCDO 2233, NCIB 11718, JCM 1131, BCC 49728, BCRC 14619, CCM 7009, CECT 4479, CGMCC 1.3396, CIP 102991, KCTC 3163, LMG 9203, NCFB 2233, NCIMB 11718, NCTC 13722, NRIC 1546, NRRL B-14168, NRRL B-4240, VTT E-991245, PCM 2500","Human, Vaginal tract###Human intestine###human",,,#Host,#Human,
6466,,,,,,#Host,#Human,
6466,,,,,,#Host,#Human,
6467,"Lactobacillus gasseri","DSM 20604","septic urinary infection",,,"#Host Body-Site","#Urogenital tract",
6467,,,,,,#Infection,#Disease,
134714,"Lactobacillus gasseri","CIP 110091","Human, Blood",France,Europe,,,
134714,,,,,,,,
135303,"Lactobacillus gasseri","CIP 103614, VPI 6325","Human, Cervico-vaginal swab","United States of America###USA","North America",,,
135303,,,,,,,,
135312,"Lactobacillus gasseri","CIP 103613, VPI 6099B","Human, Small intestinal contents","United States of America###Puerto Rico","North America###Middle and South America",,,
135312,,,,,,,,
135314,"Lactobacillus gasseri","CIP 103615, VPI 6322","Human, Human (cervico-vaginal swab)","United States of America###USA","North America",,,
135314,,,,,,,,
135315,"Lactobacillus gasseri","CIP 103616, VPI 9940","Human, Bronchial wash","United States of America###USA","North America",,,
135315,,,,,,,,
135316,"Lactobacillus gasseri","CIP 103618, VPI 6101","Human, Stomach : sprue","United States of America###USA","North America",,,
135316,,,,,,,,
135317,"Lactobacillus gasseri","CIP 103619","Human, Sputum",France,Europe,,,
135317,,,,,,,,
135371,"Lactobacillus gasseri","CIP 110105","Human, Blood",France,Europe,,,
135371,,,,,,,,
135548,"Lactobacillus gasseri","CIP 110110","Human, Pleurisy",France,Europe,,,
135548,,,,,,,,
135762,"Lactobacillus gasseri","CIP 110090","Human, Blood",France,Europe,,,
135762,,,,,,,,
136057,"Lactobacillus gasseri","CIP 102194","Human, Blood",France,Europe,,,
136057,,,,,,,,
136112,"Lactobacillus gasseri","CIP 102570","Human, Vagina",France,Europe,,,
136112,,,,,,,,
137037,"Lactobacillus gasseri","CIP 110087","Human, Blood",France,Europe,,,
137037,,,,,,,,
137069,"Lactobacillus gasseri","CIP 104461","Human, Urine",France,Europe,,,
137069,,,,,,,,
137071,"Lactobacillus gasseri","CIP 104464","Human, Pleural pus",France,Europe,,,
137071,,,,,,,,
137629,"Lactobacillus gasseri","CIP 102418","Human, Gastric fluid",France,Europe,,,
137629,,,,,,,,
137637,"Lactobacillus gasseri","CIP 102874","Human, Blood",France,Europe,,,
137637,,,,,,,,
137650,"Lactobacillus gasseri","CIP 103784","Human, Normal feces",France,Europe,,,
137650,,,,,,,,
137651,"Lactobacillus gasseri","CIP 103785","Human, Vaginal swab",France,Europe,,,
137651,,,,,,,,
137946,"Lactobacillus gasseri","CIP 102276","Human, Blood",France,Europe,,,
137946,,,,,,,,
138040,"Lactobacillus gasseri","CIP 102568","Human, Abscess",France,Europe,,,
138040,,,,,,,,
138665,"Lactobacillus gasseri","CIP 110092","Human, Blood",France,Europe,,,
138665,,,,,,,,
138685,"Lactobacillus gasseri","CIP 104460","Human, Urine",France,Europe,,,
138685,,,,,,,,
138807,"Lactobacillus gasseri","CIP 103617, VPI 8832","Human, Endocervical abscess","United States of America###USA","North America",,,
138807,,,,,,,,
144383,"Lactobacillus gasseri","CCUG 24836","Human urine,89-yr-old woman",Sweden,Europe,#Infection,#Patient,
144383,,,,,,"#Host Body Product",#Fluids,#Urine
144383,,,,,,#Host,#Human,#Female
144572,"Lactobacillus gasseri","CCUG 25736, LMG 10771","Human urine",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
144572,,,,,,#Host,#Human,
145070,"Lactobacillus gasseri","CCUG 27600","Human urine",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
145070,,,,,,#Host,#Human,
145074,"Lactobacillus gasseri","CCUG 27604","Human urine",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
145074,,,,,,#Host,#Human,
145302,"Lactobacillus gasseri","CCUG 28121","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
145302,,,,,,#Host,#Human,
145643,"Lactobacillus gasseri","CCUG 29126 A","Human urine",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
145643,,,,,,#Host,#Human,
145748,"Lactobacillus gasseri","CCUG 29472","Human urine,78-yr-old woman",Sweden,Europe,#Infection,#Patient,
145748,,,,,,"#Host Body Product",#Fluids,#Urine
145748,,,,,,#Host,#Human,#Female
145749,"Lactobacillus gasseri","CCUG 29473","Human urine,68-yr-old female",Sweden,Europe,#Infection,#Patient,
145749,,,,,,"#Host Body Product",#Fluids,#Urine
145749,,,,,,#Host,#Human,#Female
145750,"Lactobacillus gasseri","CCUG 29474","Human urine,79-yr-old male",Sweden,Europe,#Infection,#Patient,
145750,,,,,,"#Host Body Product",#Fluids,#Urine
145750,,,,,,#Host,#Human,#Male
145771,"Lactobacillus gasseri","CCUG 29549 A","Human blood,41-yr-old woman",Sweden,Europe,#Infection,#Patient,
145771,,,,,,"#Host Body Product",#Fluids,#Blood
145771,,,,,,#Host,#Human,#Female
146268,"Lactobacillus gasseri","CCUG 30757","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
146268,,,,,,#Host,#Human,
146300,"Lactobacillus gasseri","CCUG 30836","Human urine,86-yr-old female",Sweden,Europe,#Infection,#Patient,
146300,,,,,,"#Host Body Product",#Fluids,#Urine
146300,,,,,,#Host,#Human,#Female
146640,"Lactobacillus gasseri","CCUG 31694","Human,85-yr-old woman",Sweden,Europe,#Infection,#Patient,
146640,,,,,,#Host,#Human,#Female
146978,"Lactobacillus gasseri","CCUG 32588","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
146978,,,,,,#Host,#Human,
147566,"Lactobacillus gasseri","CCUG 33810","Human blood,fever,entrance port:urinary tract,3/4",Sweden,Europe,#Infection,#Patient,
147566,,,,,,#Infection,"#Medical device",
147566,,,,,,"#Host Body Product",#Fluids,#Blood
147566,,,,,,#Host,#Human,
147948,"Lactobacillus gasseri","CCUG 34559","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
147948,,,,,,#Host,#Human,
148011,"Lactobacillus gasseri","CCUG 34667","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
148011,,,,,,#Host,#Human,
148135,"Lactobacillus gasseri","CCUG 34884","Human blood,87-yr-old woman",Sweden,Europe,#Infection,#Patient,
148135,,,,,,"#Host Body Product",#Fluids,#Blood
148135,,,,,,#Host,#Human,#Female
148528,"Lactobacillus gasseri","CCUG 35597","Human urine,bladder",Sweden,Europe,#Infection,#Patient,
148528,,,,,,"#Host Body-Site","#Urogenital tract",#Bladder
148528,,,,,,"#Host Body Product",#Fluids,#Urine
148528,,,,,,#Host,#Human,
148969,"Lactobacillus gasseri","CCUG 36658",Human,Sweden,Europe,#Host,#Human,
149741,"Lactobacillus gasseri","CCUG 38309",Human,Sweden,Europe,#Host,#Human,
149742,"Lactobacillus gasseri","CCUG 38310",Human,Sweden,Europe,#Host,#Human,
150160,"Lactobacillus gasseri","CCUG 39140","Human cervix",Sweden,Europe,#Infection,#Patient,
150160,,,,,,"#Host Body-Site","#Urogenital tract",
150160,,,,,,#Host,#Human,#Female
150745,"Lactobacillus gasseri","CCUG 42155","Human blood,trombosis,urosepsis,chills",Sweden,Europe,#Infection,#Patient,
150745,,,,,,#Infection,#Disease,
150745,,,,,,"#Host Body Product",#Fluids,#Blood
150745,,,,,,#Host,#Human,
150829,"Lactobacillus gasseri","CCUG 42507","Human urine",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
150829,,,,,,#Host,#Human,
150977,"Lactobacillus gasseri","CCUG 42925","Human blood,catheter",Sweden,Europe,#Infection,#Patient,
150977,,,,,,#Infection,"#Medical device",#Catheter
150977,,,,,,"#Host Body Product",#Fluids,#Blood
150977,,,,,,#Host,#Human,
151391,"Lactobacillus gasseri","CCUG 44033","Human vagina,fornix,healthy",Sweden,Europe,#Infection,#Patient,
151391,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151391,,,,,,#Host,#Human,
151392,"Lactobacillus gasseri","CCUG 44034","Human vagina,fornix,32-yr-old healthy subject",Sweden,Europe,#Infection,#Patient,
151392,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151392,,,,,,#Host,#Human,
151397,"Lactobacillus gasseri","CCUG 44040","Human vagina,fornix,bacterial vaginosis",Sweden,Europe,#Infection,#Patient,
151397,,,,,,#Infection,#Disease,
151397,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151397,,,,,,#Host,#Human,
151403,"Lactobacillus gasseri","CCUG 44046","Human vagina,fornix,healthy woman",Sweden,Europe,#Infection,#Patient,
151403,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151403,,,,,,#Host,#Human,#Female
151412,"Lactobacillus gasseri","CCUG 44056","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151412,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151412,,,,,,#Host,#Human,
151415,"Lactobacillus gasseri","CCUG 44059","Human vagina,fornix,suspected bacterial vaginosis",Sweden,Europe,#Infection,#Patient,
151415,,,,,,#Infection,#Disease,
151415,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151415,,,,,,#Host,#Human,
151421,"Lactobacillus gasseri","CCUG 44063","Human vagina,fornix,suspected bacterial vaginosis",Sweden,Europe,#Infection,#Patient,
151421,,,,,,#Infection,#Disease,
151421,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151421,,,,,,#Host,#Human,
151422,"Lactobacillus gasseri","CCUG 44064","Human vagina,fornix,suspected bacterial vaginosis",Sweden,Europe,#Infection,#Patient,
151422,,,,,,#Infection,#Disease,
151422,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151422,,,,,,#Host,#Human,
151425,"Lactobacillus gasseri","CCUG 44068","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151425,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151425,,,,,,#Host,#Human,
151428,"Lactobacillus gasseri","CCUG 44071","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151428,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151428,,,,,,#Host,#Human,
151429,"Lactobacillus gasseri","CCUG 44072","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151429,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151429,,,,,,#Host,#Human,
151431,"Lactobacillus gasseri","CCUG 44075","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151431,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151431,,,,,,#Host,#Human,
151432,"Lactobacillus gasseri","CCUG 44076","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151432,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151432,,,,,,#Host,#Human,
151437,"Lactobacillus gasseri","CCUG 44081","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151437,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151437,,,,,,#Host,#Human,
151438,"Lactobacillus gasseri","CCUG 44082","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151438,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151438,,,,,,#Host,#Human,
151439,"Lactobacillus gasseri","CCUG 44083","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151439,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151439,,,,,,#Host,#Human,
151442,"Lactobacillus gasseri","CCUG 44086","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151442,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151442,,,,,,#Host,#Human,
151467,"Lactobacillus gasseri","CCUG 44112","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151467,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151467,,,,,,#Host,#Human,
151481,"Lactobacillus gasseri","CCUG 44130","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151481,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151481,,,,,,#Host,#Human,
151484,"Lactobacillus gasseri","CCUG 44133","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151484,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151484,,,,,,#Host,#Human,
151486,"Lactobacillus gasseri","CCUG 44138","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151486,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151486,,,,,,#Host,#Human,
151495,"Lactobacillus gasseri","CCUG 44150","Human vagina,fornix,healthy subject",Sweden,Europe,#Infection,#Patient,
151495,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
151495,,,,,,#Host,#Human,
151517,"Lactobacillus gasseri","CCUG 44188","Human cervix",Sweden,Europe,#Infection,#Patient,
151517,,,,,,"#Host Body-Site","#Urogenital tract",
151517,,,,,,#Host,#Human,#Female
151542,"Lactobacillus gasseri","CCUG 44261","Human cervix",Sweden,Europe,#Infection,#Patient,
151542,,,,,,"#Host Body-Site","#Urogenital tract",
151542,,,,,,#Host,#Human,#Female
151543,"Lactobacillus gasseri","CCUG 44262","Human cervix",Sweden,Europe,#Infection,#Patient,
151543,,,,,,"#Host Body-Site","#Urogenital tract",
151543,,,,,,#Host,#Human,#Female
152108,"Lactobacillus gasseri","CCUG 45815","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
152108,,,,,,#Host,#Human,
152202,"Lactobacillus gasseri","CCUG 46054","Human blood,endocarditis,aortic valve",,,#Infection,#Patient,
152202,,,,,,#Infection,#Inflammation,
152202,,,,,,"#Host Body Product",#Fluids,#Blood
152202,,,,,,#Host,#Human,
152371,"Lactobacillus gasseri","CCUG 46549","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
152371,,,,,,#Host,#Human,
152674,"Lactobacillus gasseri","CCUG 47327","Human blood,22-yr-old female",Sweden,Europe,#Infection,#Patient,
152674,,,,,,"#Host Body Product",#Fluids,#Blood
152674,,,,,,#Host,#Human,#Female
153149,"Lactobacillus gasseri","CCUG 48585","Human amniotic membranes",Sweden,Europe,#Infection,#Patient,
153149,,,,,,"#Host Body Product","#Urogenital tract",#Egg
153149,,,,,,#Host,#Human,#Female
154159,"Lactobacillus gasseri","CCUG 52606","Human blood,89-yr-old woman",Sweden,Europe,#Infection,#Patient,
154159,,,,,,"#Host Body Product",#Fluids,#Blood
154159,,,,,,#Host,#Human,#Female
154737,"Lactobacillus gasseri","CCUG 55036","Human blood,80-yr-old woman,duodenum tumour",Sweden,Europe,#Infection,#Patient,
154737,,,,,,"#Host Body Product",#Fluids,#Blood
154737,,,,,,#Host,#Human,#Female
154789,"Lactobacillus gasseri","CCUG 55191","Human cyst,32-yr-old woman,bartholonitis",Sweden,Europe,#Infection,#Patient,
154789,,,,,,#Host,#Human,#Female
155327,"Lactobacillus gasseri","CCUG 57346 A","Human bone,59-yr-old patient,jaw",Sweden,Europe,#Infection,#Patient,
155327,,,,,,"#Host Body-Site",#Other,#Bone
155327,,,,,,#Host,#Human,
155420,"Lactobacillus gasseri","CCUG 57687","Human blood,88-yr-old man",Sweden,Europe,#Infection,#Patient,
155420,,,,,,"#Host Body Product",#Fluids,#Blood
155420,,,,,,#Host,#Human,#Male
155434,"Lactobacillus gasseri","CCUG 57751","Human abscess,67-yr-old man,lung",Sweden,Europe,#Infection,#Patient,
155434,,,,,,"#Host Body-Site","#Oral cavity and airways",#Lung
155434,,,,,,"#Host Body-Site",#Other,#Abscess
155434,,,,,,#Host,#Human,#Male
155698,"Lactobacillus gasseri","CCUG 59028","Human blood,71-yr-old man",Sweden,Europe,#Infection,#Patient,
155698,,,,,,"#Host Body Product",#Fluids,#Blood
155698,,,,,,#Host,#Human,#Male
157744,"Lactobacillus gasseri","DSM 107525","human faeces",Canada,"North America","#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
157744,,,,,,#Host,#Human,
172828,"Lactobacillus gasseri",CRBIP17.88,"Human, Urine",France,Europe,,,
6700,"Lactobacillus gigeriorum","DSM 23908, CRBIP24.85, KCTC 21043, CRBIP 24.85","From chicken crop###chicken crop",France,Europe,#Host,#Birds,#Chicken
6700,,,,,,#Engineered,#Agriculture,
6700,,,,,,#Host,#Birds,#Chicken
6700,,,,,,#Engineered,#Agriculture,
6536,"Lactobacillus hamsteri","DSM 5661, ATCC 43851, JCM 6256, CCUG 30726, LMG 10754, BCRC 14740, CIP 103365, KCTC 5066, NCFB 2795, NCIMB 702795","Animal, Hamster, feces###Hamster feces###faeces of hamster",,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
6536,,,,,,#Host,#Mammals,"#Rodentia (Other)"
6536,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
6536,,,,,,#Host,#Mammals,"#Rodentia (Other)"
6536,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
6536,,,,,,#Host,#Mammals,"#Rodentia (Other)"
6536,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
6536,,,,,,#Host,#Mammals,"#Rodentia (Other)"
130378,"Lactobacillus helsingborgensis","DSM 26265, CCUG 63301, JCM 30766","Honey stomach of the honeybee <I>Apis mellifera mellifera</I>###Honey bee,honey stomach###honey stomach of honey bee (<i>Apis mellifera mellifera</i>)",Sweden,Europe,"#Host Body-Site","#Gastrointestinal tract",#Stomach
130378,,,,,,#Host,#Arthropoda,#Insecta
130378,,,,,,"#Host Body-Site","#Gastrointestinal tract",#Stomach
130378,,,,,,#Host,#Arthropoda,#Insecta
130378,,,,,,"#Host Body-Site","#Gastrointestinal tract",#Stomach
130378,,,,,,#Host,#Arthropoda,#Insecta
130379,"Lactobacillus helsingborgensis","DSM 26317, CCUG 63635","Honey bee,honey stomach###honey stomach of honey bee (<i>Apis mellifera mellifera</i>)",Sweden,Europe,"#Host Body-Site","#Gastrointestinal tract",#Stomach
130379,,,,,,#Host,#Arthropoda,#Insecta
130379,,,,,,"#Host Body-Site","#Gastrointestinal tract",#Stomach
130379,,,,,,#Host,#Arthropoda,#Insecta
6471,"Lactobacillus helveticus","DSM 20075, ATCC 15009, CCUG 30139, IMET 10709, LMG 6413, CCTM 3036, JCM 1120, BCRC 12936, CCM 7193, CECT 4305, CIP 103146, IFO 15019, KCTC 3545, LMG 13555, NBRC 15019, NCFB 2712, NCIMB 11971, NRIC 1545, NRRL B-4526, NCDO 2712","Food, Cheese, Emmental Swiss###Emmental (Swiss) cheese###emmental cheese",,,#Engineered,"#Food production","#Dairy product"
6471,,,,,,#Engineered,"#Food production","#Dairy product"
6471,,,,,,#Engineered,"#Food production","#Dairy product"
6471,,,,,,#Engineered,"#Food production","#Dairy product"
6525,"Lactobacillus helveticus","DSM 3748","crystal bog sediment",USA,"North America",#Environmental,#Terrestrial,"#Wetland (Swamp)"
6525,,,,,,#Environmental,#Terrestrial,#Sediment
153568,"Lactobacillus helveticus","CCUG 50205, NCIMB 14005, JCM 30912, BCRC 17499, LMG 22464","Malt whisky distilleries###Malt whisky",Japan,Asia,#Engineered,"#Food production",#Beverage
153568,,,,,,#Engineered,"#Food production",#Fermented
153568,,,,,,#Engineered,"#Food production",#Beverage
153568,,,,,,#Engineered,"#Food production",#Fermented
154986,"Lactobacillus helveticus","CCUG 55959",Industry,Sweden,Europe,#Engineered,#Industrial,
150774,"Lentilactobacillus hilgardii","CCUG 42282, NRRL B-1139, ATCC 13133, LMG 11450","Sugar beet factory",,,#Engineered,#Industrial,"#Plant (Factory)"
150774,,,,,,#Engineered,"#Food production","#Sugary food"
6705,"Lactobacillus hominis","DSM 23910, KCTC 21045, JCM 18988, CRBIP24.179, CRBIP 24.179","Human, Intestine###From human intestine###human intestine",France,Europe,"#Host Body Product","#Gastrointestinal tract",
6705,,,,,,#Host,#Human,
6705,,,,,,"#Host Body Product","#Gastrointestinal tract",
6705,,,,,,#Host,#Human,
6705,,,,,,"#Host Body Product","#Gastrointestinal tract",
6705,,,,,,#Host,#Human,
6705,,,,,,"#Host Body Product","#Gastrointestinal tract",
6705,,,,,,#Host,#Human,
166202,"Companilactobacillus huachuanensis","CCM 8927, NCIMB 15188, LMG 31179","traditional pickle, known as 'suancai' and is made from Chinese cabbage",China,Asia,,,
166160,"Levilactobacillus huananensis","NCIMB 15164, CCM 8913, KCTC 21129, LMG 31063","Chinese traditional pickle",China,Asia,,,
166523,"Lacticaseibacillus hulanensis","NCIMB 15193, CCM 8926, CCTCC AB 2019015","fermented suancai, a traditional pickle made from Chinese cabbage",China,Asia,,,
6580,"Lactobacillus iners","DSM 13335, CCUG 28746, CIP 105923, LMG 18914, NCIMB 13718, CCM 4943, JCM 12513","Human, Urine###Human urine,36-yr-old woman###human urine",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
6580,,,,,,#Host,#Human,
6580,,,,,,"#Host Body Product",#Fluids,#Urine
6580,,,,,,#Host,#Human,
6580,,,,,,"#Host Body Product",#Fluids,#Urine
6580,,,,,,#Host,#Human,
6580,,,,,,"#Host Body Product",#Fluids,#Urine
6580,,,,,,#Host,#Human,
6581,"Lactobacillus iners","DSM 13336, CCUG 35443B","human urine, 21-yr-old woman",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
6581,,,,,,#Host,#Human,#Female
134522,"Lactobacillus iners","CIP 105921, CCUG 28495","Human, Urine###Human urine,36-yr-old woman",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
134522,,,,,,#Host,#Human,#Female
134522,,,,,,"#Host Body Product",#Fluids,#Urine
134522,,,,,,#Host,#Human,#Female
134522,,,,,,"#Host Body Product",#Fluids,#Urine
134522,,,,,,#Host,#Human,#Female
135481,"Lactobacillus iners","CIP 105922, CCUG 28718","Human, Urine###Human urine,36-yr-old woman",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
135481,,,,,,#Host,#Human,#Female
135481,,,,,,"#Host Body Product",#Fluids,#Urine
135481,,,,,,#Host,#Human,#Female
135481,,,,,,"#Host Body Product",#Fluids,#Urine
135481,,,,,,#Host,#Human,#Female
144336,"Lactobacillus iners","CCUG 24626, LMG 18913","Human vaginal discharge,25-yr-old woman",Sweden,Europe,#Infection,#Patient,
144336,,,,,,"#Host Body-Site","#Urogenital tract",#Vagina
144336,,,,,,#Host,#Human,#Female
145065,"Lactobacillus iners","CCUG 27589","Human urine,37-yr-old woman",Sweden,Europe,#Infection,#Patient,
145065,,,,,,"#Host Body Product",#Fluids,#Urine
145065,,,,,,#Host,#Human,#Female
145414,"Lactobacillus iners","CCUG 28409","Human urine",Sweden,Europe,"#Host Body Product",#Fluids,#Urine
145414,,,,,,#Host,#Human,
146925,"Lactobacillus iners","CCUG 32458","Human aborted fetus",Sweden,Europe,#Infection,#Patient,
146925,,,,,,"#Host Body Product","#Urogenital tract",#Abort
146925,,,,,,#Host,#Human,
148435,"Lactobacillus iners","CCUG 35443 B","Human urine,21-yr-old woman",Sweden,Europe,#Infection,#Patient,
148435,,,,,,"#Host Body Product",#Fluids,#Urine
148435,,,,,,#Host,#Human,#Female
148959,"Lactobacillus iners","CCUG 36644","Human urine,24-yr-old woman",Sweden,Europe,#Infection,#Patient,
148959,,,,,,"#Host Body Product",#Fluids,#Urine
148959,,,,,,#Host,#Human,#Female
149216,"Lactobacillus iners","CCUG 37287, LMG 18915","Medical care product",Sweden,Europe,#Engineered,#Industrial,"#Engineered product"
149218,"Lactobacillus iners","CCUG 37289","Medical care product",Sweden,Europe,#Engineered,#Industrial,"#Engineered product"
149299,"Lactobacillus iners","CCUG 37448","Human endometry,14-yr-old woman",Sweden,Europe,#Infection,#Patient,
149299,,,,,,"#Host Body-Site","#Urogenital tract",
149299,,,,,,#Host,#Human,#Female
149393,"Lactobacillus iners","CCUG 37636","Human urinary tract flora",Sweden,Europe,#Infection,#Patient,
149393,,,,,,"#Host Body-Site","#Urogenital tract",
149393,,,,,,#Host,#Human,
149916,"Lactobacillus iners","CCUG 38673, LMG 18916","Human cervix,healthy 28-yr-old woman",Sweden,Europe,#Infection,#Patient,
149916,,,,,,"#Host Body-Site","#Urogenital tract",
149916,,,,,,#Host,#Human,#Female
150076,"Lactobacillus iners","CCUG 38955 A","Human vaginal flora,healthy person",Sweden,Europe,#Infection,#Patient,
