ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
20478,,,,,,#Environmental,#Terrestrial,#Sandy
20478,,,,,,#Environmental,#Terrestrial,#Coast
20479,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20479,,,,,,#Environmental,#Terrestrial,#Soil
20482,"Corallococcus coralloides",,"soil with plant residues, sand and pumice pebbles",Greece,Europe,#Host,#Plants,
20482,,,,,,#Environmental,#Terrestrial,#Soil
20482,,,,,,#Environmental,#Terrestrial,#Sandy
20483,"Corallococcus coralloides",,"sandy soil","Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
20483,,,,,,#Environmental,#Terrestrial,#Sandy
20489,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20489,,,,,,#Environmental,#Terrestrial,#Soil
20492,"Corallococcus coralloides",,"soil with plant residues and lime pebbles",USA,"North America",#Host,#Plants,
20492,,,,,,#Environmental,#Terrestrial,#Soil
20493,"Corallococcus coralloides",,"soil with plant residues and lime pebbles",USA,"North America",#Host,#Plants,
20493,,,,,,#Environmental,#Terrestrial,#Soil
20494,"Corallococcus coralloides",,"soil with plant residues and lime pebbles",USA,"North America",#Host,#Plants,
20494,,,,,,#Environmental,#Terrestrial,#Soil
20495,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20495,,,,,,#Environmental,#Terrestrial,#Soil
20496,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20496,,,,,,#Environmental,#Terrestrial,#Soil
20497,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20497,,,,,,#Environmental,#Terrestrial,#Soil
20498,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20498,,,,,,#Environmental,#Terrestrial,#Soil
20499,"Corallococcus coralloides",,"soil with plant residues, sand and pumice pebbles",Greece,Europe,#Host,#Plants,
20499,,,,,,#Environmental,#Terrestrial,#Soil
20499,,,,,,#Environmental,#Terrestrial,#Sandy
20500,"Corallococcus coralloides",,"soil with plant residues, sand and pumice pebbles",Greece,Europe,#Host,#Plants,
20500,,,,,,#Environmental,#Terrestrial,#Soil
20500,,,,,,#Environmental,#Terrestrial,#Sandy
20509,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20509,,,,,,#Environmental,#Terrestrial,#Soil
20510,"Corallococcus coralloides",,"soil with plant residues, sand and pumice pebbles",Greece,Europe,#Host,#Plants,
20510,,,,,,#Environmental,#Terrestrial,#Soil
20510,,,,,,#Environmental,#Terrestrial,#Sandy
20511,"Corallococcus coralloides",,"soil with rotting wood and other plant residues",USA,"North America","#Host Body Product",#Plant,#Timber
20511,,,,,,#Host,#Plants,"#Decomposing plant"
20511,,,,,,#Environmental,#Terrestrial,#Soil
20512,"Corallococcus coralloides",,"soil with rotting wood and other plant residues",USA,"North America","#Host Body Product",#Plant,#Timber
20512,,,,,,#Host,#Plants,"#Decomposing plant"
20512,,,,,,#Environmental,#Terrestrial,#Soil
20514,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20514,,,,,,#Environmental,#Terrestrial,#Soil
20516,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20516,,,,,,#Environmental,#Terrestrial,#Soil
20517,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20517,,,,,,#Environmental,#Terrestrial,#Soil
20518,"Corallococcus coralloides",,"soil with plant residues",Mexico,"Middle and South America",#Host,#Plants,
20518,,,,,,#Environmental,#Terrestrial,#Soil
20519,"Corallococcus coralloides",,"soil with rotting wood and other plant residues",USA,"North America","#Host Body Product",#Plant,#Timber
20519,,,,,,#Host,#Plants,"#Decomposing plant"
20519,,,,,,#Environmental,#Terrestrial,#Soil
20520,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20520,,,,,,#Environmental,#Terrestrial,#Soil
20527,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20527,,,,,,#Environmental,#Terrestrial,#Soil
20528,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
20528,,,,,,#Environmental,#Terrestrial,#Soil
20529,"Corallococcus coralloides",,"soil with plant residues",Mexico,"Middle and South America",#Host,#Plants,
20529,,,,,,#Environmental,#Terrestrial,#Soil
21766,"Corallococcus coralloides",,"soil with plant residues",Russia,Europe,#Host,#Plants,
21766,,,,,,#Environmental,#Terrestrial,#Soil
21794,"Corallococcus coralloides",,"soil with plant residues and lime pebbles",Greece,Europe,#Host,#Plants,
21794,,,,,,#Environmental,#Terrestrial,#Soil
21814,"Corallococcus coralloides",,"soil with plant residues",Germany,Europe,#Host,#Plants,
21814,,,,,,#Environmental,#Terrestrial,#Soil
21999,"Corallococcus coralloides",,"rotting plant material",Austria,Europe,#Host,#Plants,"#Decomposing plant"
22013,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
22013,,,,,,#Environmental,#Terrestrial,#Soil
22023,"Corallococcus coralloides",,"soil with plant residues",Germany,Europe,#Host,#Plants,
22023,,,,,,#Environmental,#Terrestrial,#Soil
22034,"Corallococcus coralloides",,"soil with plant residues and clay pebbles","Taiwan, Province of China",Asia,#Host,#Plants,
22034,,,,,,#Environmental,#Terrestrial,#Soil
22040,"Corallococcus coralloides",,"soil with plant residues",Malaysia,Asia,#Host,#Plants,
22040,,,,,,#Environmental,#Terrestrial,#Soil
22045,"Corallococcus coralloides",,"soil with plant residues","South Africa",Africa,#Host,#Plants,
22045,,,,,,#Environmental,#Terrestrial,#Soil
22060,"Corallococcus coralloides",,"wood dust and pieces from rotting trunk",Germany,Europe,"#Host Body Product",#Plant,#Timber
22060,,,,,,"#Host Body-Site",#Plant,"#Stem (Branch)"
22060,,,,,,#Host,#Plants,"#Decomposing plant"
22062,"Corallococcus coralloides",,"rotting wood and leaf material",USA,"North America","#Host Body Product",#Plant,#Timber
22062,,,,,,"#Host Body-Site",#Plant,"#Leaf (Phyllosphere)"
22062,,,,,,#Host,#Plants,"#Decomposing plant"
22063,"Corallococcus coralloides",,"bark pieces",USA,"North America","#Host Body-Site",#Plant,#Bark
22097,"Corallococcus coralloides",,"soil with plant residues",France,Europe,#Host,#Plants,
22097,,,,,,#Environmental,#Terrestrial,#Soil
22098,"Corallococcus coralloides",,"soil with plant residues",France,Europe,#Host,#Plants,
22098,,,,,,#Environmental,#Terrestrial,#Soil
22099,"Corallococcus coralloides",,"soil with plant residues",Germany,Europe,#Host,#Plants,
22099,,,,,,#Environmental,#Terrestrial,#Soil
22100,"Corallococcus coralloides",,"soil with plant residues",Germany,Europe,#Host,#Plants,
22100,,,,,,#Environmental,#Terrestrial,#Soil
22112,"Corallococcus coralloides",,"soil with plant residues","South Africa",Africa,#Host,#Plants,
22112,,,,,,#Environmental,#Terrestrial,#Soil
22124,"Corallococcus coralloides",,"soil with plant residues","South Africa",Africa,#Host,#Plants,
22124,,,,,,#Environmental,#Terrestrial,#Soil
22132,"Corallococcus coralloides",,"soil with plant residues","South Africa",Africa,#Host,#Plants,
22132,,,,,,#Environmental,#Terrestrial,#Soil
22283,"Corallococcus coralloides",,"sand with shell, plant and seaweed residues form coast of Baltic Sea",Denmark,Europe,#Host,#Plants,
22283,,,,,,#Environmental,#Terrestrial,#Sandy
22283,,,,,,#Environmental,#Terrestrial,#Coast
22283,,,,,,#Environmental,#Aquatic,#Marine
22299,"Corallococcus coralloides",,"soil with plant residues and gypsum cristals",Cyprus,Europe,#Host,#Plants,
22299,,,,,,#Environmental,#Terrestrial,#Soil
22299,,,,,,#Environmental,#Terrestrial,#Geologic
22300,"Corallococcus coralloides",,"soil with plant residues",Denmark,Europe,#Host,#Plants,
22300,,,,,,#Environmental,#Terrestrial,#Soil
22304,"Corallococcus coralloides",,"soil with plant residues",Cyprus,Europe,#Host,#Plants,
22304,,,,,,#Environmental,#Terrestrial,#Soil
22308,"Corallococcus coralloides",,"soil with plant residues",Greece,Europe,#Host,#Plants,
22308,,,,,,#Environmental,#Terrestrial,#Soil
22546,"Corallococcus coralloides",,"soil with plant residues",Germany,Europe,#Host,#Plants,
22546,,,,,,#Environmental,#Terrestrial,#Soil
22547,"Corallococcus coralloides",,"soil with plant residues",France,Europe,#Host,#Plants,
22547,,,,,,#Environmental,#Terrestrial,#Soil
22548,"Corallococcus coralloides",,"soil with plant residues",Spain,Europe,#Host,#Plants,
22548,,,,,,#Environmental,#Terrestrial,#Soil
22549,"Corallococcus coralloides",,"faeces of rabbit",Spain,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
22549,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
22671,"Corallococcus coralloides",,"snail shells, weathered",Denmark,Europe,#Host,"#Invertebrates (Other)",#Mollusca
159464,"Corallococcus exercitus","DSM 108849, NBRC 113887",soil,"United Kingdom",Europe,#Environmental,#Terrestrial,#Soil
9436,"Corallococcus exiguus","DSM 14696, CIP 109129, JCM 12620","Environment, Soil with decaying plant material###Soil with rotting wood and other plant material###soil with decaying plant material","South Africa",Africa,#Host,#Plants,"#Decomposing plant"
9436,,,,,,#Environmental,#Terrestrial,#Soil
9436,,,,,,#Host,#Plants,"#Decomposing plant"
9436,,,,,,#Environmental,#Terrestrial,#Soil
9436,,,,,,#Host,#Plants,"#Decomposing plant"
9436,,,,,,#Environmental,#Terrestrial,#Soil
9437,"Corallococcus exiguus","DSM 14720",soil,"Taiwan, Province of China",Asia,#Environmental,#Terrestrial,#Soil
9438,"Corallococcus exiguus","DSM 51820","faeces of rabbit",Spain,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9438,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9440,"Corallococcus exiguus","DSM 51822","bark of living<I> Populus nigra</I> with lichens",Germany,Europe,"#Host Body-Site",#Plant,#Bark
9440,,,,,,#Host,#Plants,#Tree
9440,,,,,,#Host,#Other,#Lichen
9441,"Corallococcus exiguus","DSM 51823","rotting wood",USA,"North America",#Host,#Plants,"#Decomposing plant"
9441,,,,,,#Host,#Plants,#Tree
9441,,,,,,"#Host Body Product",#Plant,#Timber
9442,"Corallococcus exiguus","DSM 51824","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9442,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9443,"Corallococcus exiguus","DSM 51825","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9443,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9444,"Corallococcus exiguus","DSM 51826","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9444,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9445,"Corallococcus exiguus","DSM 51827","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9445,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9446,"Corallococcus exiguus","DSM 51828","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9446,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9448,"Corallococcus exiguus","DSM 51830","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9448,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9449,"Corallococcus exiguus","DSM 51831","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9449,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9450,"Corallococcus exiguus","DSM 51832","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9450,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9451,"Corallococcus exiguus","DSM 51833",soil,Spain,Europe,#Environmental,#Terrestrial,#Soil
9452,"Corallococcus exiguus","DSM 51834",soil,Spain,Europe,#Environmental,#Terrestrial,#Soil
9453,"Corallococcus exiguus","DSM 51835",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
9454,"Corallococcus exiguus","DSM 51836",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
9455,"Corallococcus exiguus","DSM 51837",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
9456,"Corallococcus exiguus","DSM 51838",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
9457,"Corallococcus exiguus","DSM 51839",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
9458,"Corallococcus exiguus","DSM 51840",soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
9459,"Corallococcus exiguus","DSM 51841",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
9460,"Corallococcus exiguus","DSM 51842","faeces of goat",Greece,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9460,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9461,"Corallococcus exiguus","DSM 51843","faeces of goat",Greece,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9461,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9463,"Corallococcus exiguus","DSM 51845",Soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
9464,"Corallococcus exiguus","DSM 51846",sand,Germany,Europe,#Environmental,#Terrestrial,#Sandy
9465,"Corallococcus exiguus","DSM 51847","faeces of goat",Greece,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9465,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9466,"Corallococcus exiguus","DSM 51848","soil with lime material",Greece,Europe,#Environmental,#Terrestrial,#Soil
9467,"Corallococcus exiguus","DSM 51849",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
9468,"Corallococcus exiguus","DSM 51850","faeces of goat",Greece,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9468,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9469,"Corallococcus exiguus","DSM 51851","soil with plant residues",Greece,Europe,#Host,#Plants,
9469,,,,,,#Environmental,#Terrestrial,#Soil
9470,"Corallococcus exiguus","DSM 51852",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
9471,"Corallococcus exiguus","DSM 51853","faeces of sheep with little soil and plant residues",Greece,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9471,,,,,,#Host,#Plants,
9471,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9471,,,,,,#Environmental,#Terrestrial,#Soil
9472,"Corallococcus exiguus","DSM 51854","faeces of rabbit",Germany,Europe,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9472,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9474,"Corallococcus exiguus","DSM 51856","soil with plant residues",Greece,Europe,#Host,#Plants,
9474,,,,,,#Environmental,#Terrestrial,#Soil
9476,"Corallococcus exiguus","DSM 51858",soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
9479,"Corallococcus exiguus","DSM 51861",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9480,"Corallococcus exiguus","DSM 51862","soil with plant residues",Tunisia,Africa,#Host,#Plants,
9480,,,,,,#Environmental,#Terrestrial,#Soil
9482,"Corallococcus exiguus","DSM 51864","faeces of red deer",India,Asia,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9482,,,,,,#Host,#Mammals,
9486,"Corallococcus exiguus","DSM 51868",soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
9487,"Corallococcus exiguus","DSM 51869",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9488,"Corallococcus exiguus","DSM 51870","bark of willow tree",Germany,Europe,"#Host Body-Site",#Plant,#Bark
9488,,,,,,#Host,#Plants,#Tree
9490,"Corallococcus exiguus","DSM 51872",soil,Australia,"Australia and Oceania",#Environmental,#Terrestrial,#Soil
9492,"Corallococcus exiguus","DSM 51874",soil,Japan,Asia,#Environmental,#Terrestrial,#Soil
9493,"Corallococcus exiguus","DSM 51875","soil from sugar cane plantation",Brazil,"Middle and South America",#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
9493,,,,,,#Environmental,#Terrestrial,#Soil
9493,,,,,,#Engineered,#Agriculture,#Plantation
9494,"Corallococcus exiguus","DSM 51876","decaying plant material","Taiwan, Province of China",Asia,#Host,#Plants,"#Decomposing plant"
9495,"Corallococcus exiguus","DSM 51877",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9496,"Corallococcus exiguus","DSM 51878",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9497,"Corallococcus exiguus","DSM 51879",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9498,"Corallococcus exiguus","DSM 51880",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
9499,"Corallococcus exiguus","DSM 51881",soil,Australia,"Australia and Oceania",#Environmental,#Terrestrial,#Soil
9500,"Corallococcus exiguus","DSM 51882",soil,Japan,Asia,#Environmental,#Terrestrial,#Soil
9501,"Corallococcus exiguus","DSM 51883",soil,France,Europe,#Environmental,#Terrestrial,#Soil
9502,"Corallococcus exiguus","DSM 51884","soil with plant residues",Colombia,"Middle and South America",#Host,#Plants,
9502,,,,,,#Environmental,#Terrestrial,#Soil
9503,"Corallococcus exiguus","DSM 51885","soil with little plant residues","Costa Rica","Middle and South America",#Host,#Plants,
9503,,,,,,#Environmental,#Terrestrial,#Soil
9504,"Corallococcus exiguus","DSM 51886","soil with plant residues",Colombia,"Middle and South America",#Host,#Plants,
9504,,,,,,#Environmental,#Terrestrial,#Soil
9505,"Corallococcus exiguus","DSM 51887","soil with plant residues",Colombia,"Middle and South America",#Host,#Plants,
9505,,,,,,#Environmental,#Terrestrial,#Soil
9506,"Corallococcus exiguus","DSM 51888",soil,,Europe,#Environmental,#Terrestrial,#Soil
9507,"Corallococcus exiguus","DSM 51889","raw humus with sand and plant residues",Brazil,"Middle and South America",#Host,#Plants,
9507,,,,,,#Environmental,#Terrestrial,#Sandy
9508,"Corallococcus exiguus","DSM 51890",soil,Brazil,"Middle and South America",#Environmental,#Terrestrial,#Soil
9509,"Corallococcus exiguus","DSM 51891",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
9510,"Corallococcus exiguus","DSM 51892","sandy soil","Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
9510,,,,,,#Environmental,#Terrestrial,#Sandy
9511,"Corallococcus exiguus","DSM 51893","rotting plant material",Portugal,Europe,#Host,#Plants,"#Decomposing plant"
9512,"Corallococcus exiguus","DSM 51894","sandy soil","Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
9512,,,,,,#Environmental,#Terrestrial,#Sandy
9513,"Corallococcus exiguus","DSM 51895",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
9514,"Corallococcus exiguus","DSM 51896","soil from river bank",USA,"North America",#Environmental,#Terrestrial,#Soil
9514,,,,,,#Environmental,#Aquatic,"#River (Creek)"
9515,"Corallococcus exiguus","DSM 51897",sand,"South Africa",Africa,#Environmental,#Terrestrial,#Sandy
9516,"Corallococcus exiguus","DSM 51898",soil,Turkey,Asia,#Environmental,#Terrestrial,#Soil
9517,"Corallococcus exiguus","DSM 51899",soil,Turkey,Asia,#Environmental,#Terrestrial,#Soil
9518,"Corallococcus exiguus","DSM 51900",soil,Turkey,Asia,#Environmental,#Terrestrial,#Soil
9519,"Corallococcus exiguus","DSM 51901",soil,,Europe,#Environmental,#Terrestrial,#Soil
9520,"Corallococcus exiguus","DSM 51902","rotting wood and wood dust",Yugoslavia,Europe,"#Host Body Product",#Plant,#Timber
9520,,,,,,#Host,#Plants,"#Decomposing plant"
9521,"Corallococcus exiguus","DSM 51903","mull soil",Canada,"North America",#Environmental,#Terrestrial,#Soil
9522,"Corallococcus exiguus","DSM 51904","soil with plant residues",Japan,Asia,#Host,#Plants,
9522,,,,,,#Environmental,#Terrestrial,#Soil
9523,"Corallococcus exiguus","DSM 51905",soil,Belgium,Europe,#Environmental,#Terrestrial,#Soil
9524,"Corallococcus exiguus","DSM 51906",soil,Spain,Europe,#Environmental,#Terrestrial,#Soil
9525,"Corallococcus exiguus","DSM 51907",soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
9526,"Corallococcus exiguus","DSM 51908",soil,"Sri Lanka",Asia,#Environmental,#Terrestrial,#Soil
9527,"Corallococcus exiguus","DSM 51909",soil,China,Asia,#Environmental,#Terrestrial,#Soil
9528,"Corallococcus exiguus","DSM 51910","lateritic soil",Brazil,"Middle and South America",#Environmental,#Terrestrial,#Soil
9528,,,,,,#Environmental,#Terrestrial,#Geologic
9529,"Corallococcus exiguus","DSM 51911","soil with sugar cane plant material",Portugal,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
9529,,,,,,#Environmental,#Terrestrial,#Soil
9530,"Corallococcus exiguus","DSM 51912","soil with plant residues",Germany,Europe,#Host,#Plants,
9530,,,,,,#Environmental,#Terrestrial,#Soil
9531,"Corallococcus exiguus","DSM 51913","forest soil with plant residues",Germany,Europe,#Host,#Plants,
9531,,,,,,#Environmental,#Terrestrial,#Soil
9531,,,,,,#Environmental,#Terrestrial,#Forest
9532,"Corallococcus exiguus","DSM 51914","soil with plant residues",Malaysia,Asia,#Host,#Plants,
9532,,,,,,#Environmental,#Terrestrial,#Soil
9533,"Corallococcus exiguus","DSM 51915","sand with shells and plant residues",Greece,Europe,#Host,#Plants,
9533,,,,,,#Environmental,#Terrestrial,#Sandy
9534,"Corallococcus exiguus","DSM 51916",soil,Zaire,Africa,#Environmental,#Terrestrial,#Soil
9535,"Corallococcus exiguus","DSM 51917",soil,Zaire,Africa,#Environmental,#Terrestrial,#Soil
9536,"Corallococcus exiguus","DSM 51918",soil,China,Asia,#Environmental,#Terrestrial,#Soil
9537,"Corallococcus exiguus","DSM 51919","soil with plant residues",Germany,Europe,#Host,#Plants,
9537,,,,,,#Environmental,#Terrestrial,#Soil
9538,"Corallococcus exiguus","DSM 51920","soil with plant residues",Germany,Europe,#Host,#Plants,
9538,,,,,,#Environmental,#Terrestrial,#Soil
9540,"Corallococcus exiguus","DSM 51922","soil with faeces of insects and plant material",Malaysia,Asia,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9540,,,,,,#Host,#Plants,
9540,,,,,,#Host,#Arthropoda,#Insecta
9540,,,,,,#Environmental,#Terrestrial,#Soil
9541,"Corallococcus exiguus","DSM 51923","snail shells, weathered",Denmark,Europe,#Host,"#Invertebrates (Other)",#Mollusca
9542,"Corallococcus exiguus","DSM 51924","soil with snake shells, lime pebbles and plant material",Turkey,Asia,#Host,#Reptilia,
9542,,,,,,#Host,#Plants,
9542,,,,,,#Environmental,#Terrestrial,#Soil
9543,"Corallococcus exiguus","DSM 51925","soil with plant residues",Cyprus,Europe,#Host,#Plants,
9543,,,,,,#Environmental,#Terrestrial,#Soil
9544,"Corallococcus exiguus","DSM 51926","rotting wood and wood dust with little soil",Japan,Asia,"#Host Body Product",#Plant,#Timber
9544,,,,,,#Host,#Plants,"#Decomposing plant"
9544,,,,,,#Environmental,#Terrestrial,#Soil
9545,"Corallococcus exiguus","DSM 51927","rotting wood and wood dust","South Africa",Africa,"#Host Body Product",#Plant,#Timber
9545,,,,,,#Host,#Plants,"#Decomposing plant"
9546,"Corallococcus exiguus","DSM 51928","soil with lichens","South Africa",Africa,#Host,#Other,#Lichen
9546,,,,,,#Environmental,#Terrestrial,#Soil
9547,"Corallococcus exiguus","DSM 51929","bark from a living tree covered by algae and lichens",USA,"North America","#Host Body-Site",#Plant,#Bark
9547,,,,,,#Host,#Plants,#Tree
9547,,,,,,#Host,#Other,#Lichen
9547,,,,,,#Host,#Algae,
9548,"Corallococcus exiguus","DSM 51930","dry leafs of <I>Polygonum</I> sp.",USA,"North America","#Host Body-Site",#Plant,"#Leaf (Phyllosphere)"
9548,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
9549,"Corallococcus exiguus","DSM 51931","soil with plant residues","South Africa",Africa,#Host,#Plants,
9549,,,,,,#Environmental,#Terrestrial,#Soil
9550,"Corallococcus exiguus","DSM 51932","bark pieces with little soil",USA,"North America","#Host Body-Site",#Plant,#Bark
9550,,,,,,#Environmental,#Terrestrial,#Soil
9551,"Corallococcus exiguus","DSM 51933","soil with plant residues",Brazil,"Middle and South America",#Host,#Plants,
9551,,,,,,#Environmental,#Terrestrial,#Soil
9552,"Corallococcus exiguus","DSM 51934","soil with plant residues",Brazil,"Middle and South America",#Host,#Plants,
9552,,,,,,#Environmental,#Terrestrial,#Soil
9553,"Corallococcus exiguus","DSM 51935","rotting twigs",USA,"North America","#Host Body-Site",#Plant,"#Stem (Branch)"
9553,,,,,,#Host,#Plants,"#Decomposing plant"
9554,"Corallococcus exiguus","DSM 51936","soil with plant residues",Germany,Europe,#Host,#Plants,
9554,,,,,,#Environmental,#Terrestrial,#Soil
9555,"Corallococcus exiguus","DSM 51937","soil with plant residues","Taiwan, Province of China",Asia,#Host,#Plants,
9555,,,,,,#Environmental,#Terrestrial,#Soil
9556,"Corallococcus exiguus","DSM 51938","soil with plant residues","Taiwan, Province of China",Asia,#Host,#Plants,
9556,,,,,,#Environmental,#Terrestrial,#Soil
9557,"Corallococcus exiguus","DSM 51939","soil with plant residues, lyophilized","Taiwan, Province of China",Asia,#Host,#Plants,
9557,,,,,,#Environmental,#Terrestrial,#Soil
9558,"Corallococcus exiguus","DSM 51940","soil with plant residues","Taiwan, Province of China",Asia,#Host,#Plants,
9558,,,,,,#Environmental,#Terrestrial,#Soil
9559,"Corallococcus exiguus","DSM 51941","soil with plant residues",Japan,Asia,#Host,#Plants,
9559,,,,,,#Environmental,#Terrestrial,#Soil
9560,"Corallococcus exiguus","DSM 51942","soil with rotting wood and other plant material",Spain,Europe,"#Host Body Product",#Plant,#Timber
9560,,,,,,#Host,#Plants,"#Decomposing plant"
9560,,,,,,#Environmental,#Terrestrial,#Soil
9561,"Corallococcus exiguus","DSM 51943","soil with plant residues, lyophilized","Taiwan, Province of China",Asia,#Host,#Plants,
9561,,,,,,#Environmental,#Terrestrial,#Soil
9562,"Corallococcus exiguus","DSM 51944","soil with plant residues","Taiwan, Province of China",Asia,#Host,#Plants,
9562,,,,,,#Environmental,#Terrestrial,#Soil
9563,"Corallococcus exiguus","DSM 51945","soil with plant residues, lyophilized","Taiwan, Province of China",Asia,#Host,#Plants,
9563,,,,,,#Environmental,#Terrestrial,#Soil
9564,"Corallococcus exiguus","DSM 51946","soil with plant residues",India,Asia,#Host,#Plants,
9564,,,,,,#Environmental,#Terrestrial,#Soil
9565,"Corallococcus exiguus","DSM 51947","soil with plant residues",India,Asia,#Host,#Plants,
9565,,,,,,#Environmental,#Terrestrial,#Soil
9566,"Corallococcus exiguus","DSM 51948","soil with rotting wood","Costa Rica","Middle and South America","#Host Body Product",#Plant,#Timber
9566,,,,,,#Host,#Plants,"#Decomposing plant"
9566,,,,,,#Environmental,#Terrestrial,#Soil
9567,"Corallococcus exiguus","DSM 51949","soil with rotting wood","Costa Rica","Middle and South America","#Host Body Product",#Plant,#Timber
9567,,,,,,#Host,#Plants,"#Decomposing plant"
9567,,,,,,#Environmental,#Terrestrial,#Soil
9568,"Corallococcus exiguus","DSM 51950","soil with plant residues and pebbles",Portugal,Europe,#Host,#Plants,
9568,,,,,,#Environmental,#Terrestrial,#Soil
